CALLSIGN,FREQ,SITENAME,SITELOC,ST,LAT,LON,PWR,STATUS,WFO,COUNTY
,,---No  NWR Coverage---,,AK,,,0,NORMAL,,Kusilvak|Lake and Peninsula|Valdez-Cordova|Rose Island|Swains Island|Trinity|Tuolumne|Chaffee|Hinsdale|Lake|Rio Blanco|San Juan|Chuuk|Kosrae|Pohnpei|Yap|Kalawao|Camas|Custer|Shoshone|Ailinginae|Ailinglaplap|Ailuk|Arno|Aur|Bikar|Bikini|Bokak|Ebon|Enewetak|Erikub|Jabat|Jaluit|Jemo|Kili|Kwajalein|Lae|Lib|Likiep|Majuro|Maloelap|Mejit|Mili|Namorik|Namu|Rongelap|Rongrik|Toke|Ujae|Ujelang|Utrik|Wotho|Wotje|Northern Islands|Catron|De Baca|Guadalupe|Quay|Socorro|Baker|Adjuntas|Arecibo|Ceiba|Ciales|Coamo|Culebra|Fajardo|Florida|Guayanilla|Jayuya|Juana Diaz|Lajas|Penuelas|Ponce|Salinas|Santa Isabel|Utuado|Vieques|Villalba|Aimeliik|Airai|Angaur|Hatobohei|Kayangel|Koror|Melekeok|Ngaraard|Ngarchelong|Ngardmau|Ngatpang|Ngchesar|Ngeremlengui|Ngiwal|Peleliu|Sonsorol|Duval|Edwards|Jim Hogg|Karnes|Lampasas|Reagan|Real|Terrell|Baker Island|Howland Island|Jarvis Island|Johnston Island|Kingman Reef|Midway Islands|Navassa Island|Palmyra Atoll|Wake Island|Piute|St. Croix|St. John
KAD93,162.525,H Street - Blaine Area,H Street - Blaine Area,WA,48.996278,-122.649167,124,NORMAL,Seattle/Tacoma|WA,San Juan|Whatcom
KAD94,162.450,Yosemite,Turtleback Dome,CA,37.712778,-119.704722,85,NORMAL,Hanford|CA,Mariposa
KAD95,162.450,Ryegate,Ryegate,MT,46.283333,-109.162778,300,NORMAL,Billings|MT,Golden Valley|Musselshell|Stillwater|Sweet Grass|Wheatland
KAD96,162.500,Manleyville,Manleyville,AK,57.105556,-134.816944,5,NORMAL,Juneau|AK,Petersburg
KAE42,162.500,Providence Forge,New Kent County,VA,37.4906,-77.0569,1000,NORMAL,Wakefield|VA,Charles City|City of Hopewell|City of Richmond|City of Williamsburg|Essex|Gloucester|Hanover|Henrico|James City|King and Queen|King William|Middlesex|New Kent|Prince George|Surry|York
KBA99,162.550,Oahu,Mt. Kaala,HI,21.508442,-158.147742,1000,NORMAL,Honolulu|HI,Honolulu
KBS508,162.525,White Hill,Parishville,NY,44.598333,-74.776944,300,NORMAL,Burlington|VT,Franklin|Jefferson|Lewis|St. Lawrence
KC2XBZ,162.500,Gresham,Gresham,WI,44.8167,-88.8181,300,NORMAL,Green Bay|WI,Menominee|Shawano|Waupaca
KDO89,162.550,St. Louis,Shrewsbury,IL,38.580583,-90.32925,1010,NORMAL,St. Louis|MO,Madison|Monroe|St. Clair|City of St. Louis|Franklin|Jefferson|Lincoln|St. Charles|St. Louis|Warren
KDO94,162.400,Akron,Akron,OH,41.0644,-81.5833,500,NORMAL,Cleveland|OH,Ashland|Carroll|Columbiana|Holmes|Mahoning|Medina|Portage|Stark|Summit|Trumbull|Tuscarawas|Wayne
KDO95,162.550,Falmouth,Blackstrap Hill,ME,43.7625,-70.325,500,NORMAL,Gray/Portland|ME,Androscoggin|Cumberland|Sagadahoc|York
KDX54,162.500,Big Rock Ridge,N. San Francisco Bay,CA,38.059722,-122.605556,75,NORMAL,San Francisco|CA,Contra Costa|Marin|Napa|San Francisco|San Mateo|Santa Clara|Sonoma
KE2XKP,162.525,Tomah,Tomah,WI,43.8956,-90.585,300,NORMAL,La Crosse|WI,Adams|Jackson|Juneau|La Crosse|Monroe|Vernon|Wood
KEB97,162.400,Lake City,Lake City,FL,30.1939,-82.6347,300,NORMAL,Jacksonville|FL,Columbia|Hamilton|Suwannee
KEB98,162.550,Buffalo,North Boston,NY,42.636944,-78.768056,330,NORMAL,Buffalo|NY,Allegany|Cattaraugus|Chautauqua|Erie|Genesee|Niagara|Orleans|Wyoming
KEC38,162.450,Largo,Seminole,FL,27.848056,-82.763333,1000,NORMAL,Tampa Bay Area|FL,Hillsborough|Manatee|Pasco|Pinellas
KEC39,162.525,Cambridge,Cambridge,KS,40.183167,-100.100667,347,NORMAL,Hastings|NE,Decatur|Norton|Frontier|Furnas|Gosper|Red Willow
KEC42,162.400,Eugene,Blanton Heights,OR,44.002472,-123.116278,114,NORMAL,Portland|OR,Benton|Lane|Linn
KEC43,162.550,Anchorage,Anchorage,AK,61.157038,-149.98741,300,NORMAL,Anchorage|AK,Anchorage|Kenai Peninsula|Matanuska-Susitna
KEC49,162.550,Monterey,Mt. Umunhum,CA,37.155,-121.8983,300,NORMAL,San Francisco|CA,Alameda|Contra Costa|Monterey|Napa|San Benito|San Francisco|San Mateo|Santa Clara|Santa Cruz
KEC50,162.475,West Palm Beach,Mangonia Park,FL,26.749722,-80.0675,1000,NORMAL,Miami|FL,Broward|Martin|Palm Beach|St. Lucie
KEC55,162.550,Fort Worth,Crowley,TX,32.536694,-97.413,1050,NORMAL,Fort Worth-Dallas|TX,Bosque|Collin|Dallas|Denton|Ellis|Erath|Hill|Hood|Johnson|Parker|Somervell|Tarrant|Wise
KEC56,162.400,Dallas,Dallas,TX,32.901278,-96.6872,1040,NORMAL,Fort Worth-Dallas|TX,Bosque|Collin|Dallas|Denton|Ellis|Hill|Hood|Hunt|Kaufman|Parker|Rockwall|Tarrant
KEC57,162.550,Sacramento,Fairplay,CA,38.5806,-120.615,300,NORMAL,Sacramento|CA,Amador|Calaveras|Colusa|El Dorado|Placer|Sacramento|San Joaquin|Solano|Stanislaus|Sutter|Yolo
KEC58,162.400,Erie,Erie,NY,42.063972,-80.005444,750,NORMAL,Cleveland|OH,Chautauqua|Ashtabula|Crawford|Erie|Venango|Warren
KEC59,162.550,Wichita,Wichita,KS,37.750611,-97.303667,1050,NORMAL,Wichita|KS,Butler|Cowley|Harper|Harvey|Kingman|Marion|McPherson|Reno|Sedgwick|Sumner
KEC60,162.400,Milwaukee,Delafield,WI,43.028272,-88.392525,1000,NORMAL,Milwaukee/Sullivan|WI,Dodge|Fond du Lac|Jefferson|Kenosha|Milwaukee|Ozaukee|Racine|Sheboygan|Walworth|Washington|Waukesha
KEC61,162.550,Mobile,Mobile,AL,30.659444,-87.8925,1000,NORMAL,Mobile|AL,Baldwin|Mobile|George|Jackson
KEC62,162.400,San Diego,Mt. Woodson,CA,33.0089,-116.972194,102,NORMAL,San Diego|CA,San Diego
KEC63,162.550,Detroit,Southfield,MI,42.483056,-83.205556,1000,NORMAL,Detroit/Pontiac|MI,Lenawee|Livingston|Macomb|Monroe|Oakland|St. Clair|Washtenaw|Wayne
KEC65,162.550,Minneapolis/St. Paul,Minneapolis,MN,44.968944,-93.207833,1020,NORMAL,Twin Cities/Chanhassen|MN,Anoka|Carver|Chisago|Dakota|Goodhue|Hennepin|Ramsey|Rice|Scott|Washington|Wright|Pierce|Polk|St. Croix
KEC73,162.550,Bourne/Hyannis,Camp Edwards,MA,41.707729,-70.564406,1000,NORMAL,Boston/Norton|MA,Barnstable|Bristol|Dukes|Nantucket|Plymouth
KEC74,162.550,Indianapolis,Indianapolis,IN,39.7675,-86.0025,1000,NORMAL,Indianapolis|IN,Boone|Decatur|Delaware|Hamilton|Hancock|Hendricks|Henry|Johnson|Madison|Marion|Morgan|Rush|Shelby|Tipton
KEC76,162.550,Denver,Glendale,CO,39.692087,-104.936663,330,NORMAL,Boulder|CO,Adams|Arapahoe|Broomfield|Clear Creek|Denver|Douglas|Elbert|Gilpin|Jefferson|Larimer|Park|Weld
KEC77,162.400,Saint Joseph,Wathena,KS,39.709639,-95.0425,1000,NORMAL,Kansas City|MO,Atchison|Doniphan|Andrew|Buchanan|Clinton|DeKalb|Holt|Platte
KEC78,162.550,Salt Lake City,Bacchus,UT,40.6272,-112.0572,300,NORMAL,Salt Lake City|UT,Box Elder|Davis|Salt Lake|Utah|Weber
KEC80,162.550,Atlanta,Stone Mtn.,GA,33.80525,-84.144333,569,NORMAL,Peachtree City|GA,Cherokee|Clayton|Cobb|DeKalb|Douglas|Fayette|Forsyth|Fulton|Gwinnett|Henry|Newton|Rockdale|Walton
KEC81,162.550,Seward,Spring Creek,AK,60.089345,-149.352763,300,NORMAL,Anchorage|AK,Kenai Peninsula
KEC82,162.400,Eureka,Mt. Pierce,CA,40.4175,-124.119167,300,NORMAL,Eureka|CA,Humboldt
KEC83,162.400,Baltimore,Pikesville,DC,39.386349,-76.730772,1000,NORMAL,Baltimore/Washington|VA,District of Columbia|Anne Arundel|Baltimore|Calvert|Carroll|City of Baltimore|Frederick|Harford|Howard|Kent|Montgomery|Prince Georges|Queen Annes|Talbot|Adams|York
KEC84,162.400,New Bern,Glenburnie Garden,NC,35.1344,-77.0631,1000,NORMAL,Newport/Morehead City|NC,Beaufort|Carteret|Craven|Duplin|Greene|Hyde|Jones|Lenoir|Martin|Onslow|Pamlico|Pitt
KEC85,162.400,Savannah,Ridgeland,GA,32.3289,-80.9378,1000,NORMAL,Charleston|SC,Bryan|Bulloch|Chatham|Effingham|Liberty|Beaufort|Jasper
KEC86,162.400,Pensacola,Milton,AL,30.588611,-87.070556,1000,NORMAL,Mobile|AL,Baldwin|Escambia|Okaloosa|Santa Rosa
KEC91,162.400,Astoria,Naselle Ridge,OR,46.4214,-123.796056,297,NORMAL,Portland|OR,Clatsop|Columbia|Grays Harbor|Pacific|Wahkiakum
KEC92,162.475,Salisbury,Delmar,DE,38.504444,-75.643056,1000,NORMAL,Wakefield|VA,Sussex|Calvert|Caroline|Dorchester|Queen Annes|Somerset|St. Marys|Talbot|Wicomico|Worcester|Accomack
KEC93,162.400,Ellsworth,Ellsworth,ME,44.545833,-68.511944,1000,NORMAL,Caribou|ME,Hancock|Penobscot|Waldo|Washington
KEC94,162.550,Phoenix,South Mtn.,AZ,33.332778,-112.066944,347,NORMAL,Phoenix|AZ,Maricopa|Pinal
KEC95,162.400,Aynor,Conway/Myrtle Beach,NC,33.950722,-79.108459,1000,NORMAL,Wilmington|NC,Brunswick|Columbus|Dillon|Florence|Georgetown|Horry|Marion|Williamsburg
KGG67,162.550,Panama City,Courtney Point,FL,30.1472,-85.7128,1000,NORMAL,Tallahassee|FL,Bay|Calhoun|Gulf|Holmes|Walton|Washington
KGG68,162.400,Tomball,Tomball,TX,30.0964,-95.6564,1000,NORMAL,Houston/Galveston|TX,Brazoria|Chambers|Fort Bend|Galveston|Harris|Liberty|Montgomery|Waller
KGG86,162.475,Fountain Hill,Fountain Hill,AR,33.3894,-91.853889,1000,NORMAL,Jackson|MS,Ashley|Bradley|Calhoun|Chicot|Cleveland|Desha|Drew|Union|Lincoln|Morehouse|West Carroll
KGG94,162.425,Poplar,Poplar,MT,48.290556,-105.251944,300,NORMAL,Glasgow|MT,McCone|Richland|Roosevelt
KGG95,162.425,Winona,Fountain City,MN,44.0739,-91.5775,300,NORMAL,La Crosse|WI,Winona|Buffalo|La Crosse|Trempealeau
KGG97,162.500,Bozeman,Courthouse,MT,45.679722,-111.041667,100,NORMAL,Great Falls|MT,Gallatin
KGG98,162.425,Halls Summit,Waverly,KS,38.335,-95.6744,1110,NORMAL,Topeka|KS,Allen|Anderson|Chase|Coffey|Douglas|Franklin|Greenwood|Lyon|Osage|Woodson
KGG99,162.425,Lexington,Lexington,NE,40.695028,-99.817389,405,NORMAL,Hastings|NE,Dawson|Frontier|Gosper|Phelps
KHA35,162.525,Orangeburg,Orangeburg,SC,33.543083,-80.824229,300,NORMAL,Columbia|SC,Bamberg|Calhoun|Clarendon|Dorchester|Orangeburg|Richland|Sumter
KHA46,162.450,Vale,Hollow Rock,KY,36.137194,-88.261,1000,NORMAL,Memphis|TN,Calloway|Benton|Carroll|Henry|Houston|Humphreys|Stewart|Weakley
KHA47,162.450,Baraboo,Baraboo,WI,43.427778,-89.653889,300,NORMAL,Milwaukee/Sullivan|WI,Adams|Columbia|Dane|Iowa|Juneau|Marquette|Richland|Sauk|Vernon
KHA53,162.400,Rochester,Fairport,NY,43.036111,-77.423333,500,NORMAL,Buffalo|NY,Cayuga|Genesee|Livingston|Monroe|Ontario|Orleans|Seneca|Wayne|Wyoming|Yates
KHA55,162.525,Oshkosh,Oshkosh (Ag.),NE,41.340278,-102.399167,1000,NORMAL,North Platte|NE,Deuel|Garden|Keith
KHA99,162.425,Muenster,Muenster,OK,33.64997,-97.339722,300,NORMAL,Fort Worth-Dallas|TX,Carter|Jefferson|Love|Cooke|Denton|Grayson|Montague|Wise
KHB29,162.550,Charleston,Awendaw,SC,32.9244,-79.699444,1000,NORMAL,Charleston|SC,Berkeley|Charleston|Clarendon|Colleton|Dorchester|Georgetown|Orangeburg|Williamsburg
KHB30,162.475,Burns Butte,Harney,OR,43.572639,-119.131528,130,NORMAL,Boise|ID,Harney
KHB31,162.550,Winnabow,Winnabow,NC,34.1316,-78.187778,1000,NORMAL,Wilmington|NC,Bladen|Brunswick|Columbus|New Hanover|Pender
KHB32,162.550,Tampa Bay,Ruskin,FL,27.842533,-82.262472,1000,NORMAL,Tampa Bay Area|FL,Hardee|Hillsborough|Manatee|Pasco|Pinellas|Polk
KHB33,162.400,Pharr,Pharr,TX,26.211222,-98.18875,1000,NORMAL,Brownsville/Rio Grande Valley|TX,Cameron|Hidalgo|Starr|Willacy
KHB34,162.550,Miami,Miami/Andover,FL,25.967861,-80.209333,1100,NORMAL,Miami|FL,Broward|Miami-Dade
KHB35,162.475,Boston,Great Blue Hill,MA,42.211928,-71.113649,1000,NORMAL,Boston/Norton|MA,Bristol|Essex|Middlesex|Norfolk|Plymouth|Suffolk
KHB36,162.550,Manassas,Independent Hill,DC,38.628722,-77.438833,1010,NORMAL,Baltimore/Washington|VA,District of Columbia|Calvert|Charles|Frederick|Montgomery|Prince Georges|St. Marys|Arlington|City of Alexandria|City of Fairfax|City of Falls Church|City of Fredericksburg|City of Manassas Park|City of Manassas|Clarke|Culpeper|Fairfax|Fauquier|King George|Loudoun|Madison|Orange|Page|Prince William|Rappahannock|Spotsylvania|Stafford|Warren
KHB37,162.550,Norfolk,Driver,NC,36.815556,-76.466667,1000,NORMAL,Wakefield|VA,Bertie|Camden|Chowan|Currituck|Gates|Hertford|Northampton|Pasquotank|Perquimans|Accomack|City of Chesapeake|City of Franklin|City of Hampton|City of Newport News|City of Norfolk|City of Poquoson|City of Portsmouth|City of Suffolk|City of Virginia Beach|City of Williamsburg|Gloucester|Isle of Wight|James City|Mathews|Southampton|Surry|Sussex|York
KHB38,162.400,Atlantic City,Atlantic City,NJ,39.37895,-74.447744,1000,NORMAL,Philadelphia/Mt Holly|NJ,Atlantic|Burlington|Cape May|Cumberland|Ocean
KHB39,162.550,Jacksonville,Jacksonville,FL,30.2761,-81.5647,1000,NORMAL,Jacksonville|FL,Baker|Clay|Duval|Nassau|St. Johns|Camden|Charlton
KHB40,162.550,Galveston,Galveston,TX,29.293528,-94.833472,1000,NORMAL,Houston/Galveston|TX,Brazoria|Chambers|Fort Bend|Galveston|Harris
KHB41,162.550,Rockport,Rockport,TX,28.00513,-97.09667,1250,NORMAL,Corpus Christi|TX,Aransas|Bee|Jim Wells|Kleberg|Live Oak|Nueces|Refugio|San Patricio
KHB42,162.400,Lake Charles,Westlake,LA,30.221222,-93.3114,1000,NORMAL,Lake Charles|LA,Allen|Beauregard|Calcasieu|Cameron|Jefferson Davis
KHB43,162.550,New Orleans,New Orleans,LA,29.95287,-90.06717,1000,NORMAL,New Orleans/Baton Rouge|LA,Jefferson|Lafourche|Orleans|Plaquemines|St. Bernard|St. Charles|St. James|St. John the Baptist|St. Tammany|Tangipahoa
KHB46,162.400,Baton Rouge,Baker,LA,30.44325,-91.18197,1000,NORMAL,New Orleans/Baton Rouge|LA,Ascension|East Baton Rouge|East Feliciana|Iberville|Livingston|Pointe Coupee|St. Helena|Tangipahoa|West Baton Rouge|West Feliciana|Wilkinson
KHB47,162.550,New London,Uncasville,CT,41.440833,-72.141389,500,NORMAL,New York|NY,Hartford|Middlesex|New London|Tolland|Windham|Suffolk|Washington
KHB49,162.400,San Francisco,Mount Pise,CA,37.450556,-122.338333,300,NORMAL,San Francisco|CA,Alameda|Contra Costa|Marin|Napa|San Francisco|San Mateo|Santa Clara|Santa Cruz|Sonoma
KHB52,162.500,Richmond,Wayne CO Courthouse,IN,39.8283,-84.8975,300,NORMAL,Wilmington|OH,Decatur|Fayette|Franklin|Henry|Randolph|Rush|Union|Wayne|Butler|Darke|Montgomery|Preble
KHB53,162.500,Jordan,Brockway,MT,47.306111,-106.914444,300,NORMAL,Glasgow|MT,Garfield|McCone
KHB54,162.550,Milo,Milo,ME,45.247591,-69.01068,1000,NORMAL,Caribou|ME,Penobscot|Piscataquis|Somerset
KHB55,162.475,Frenchville,Frenchville,ME,47.286944,-68.314167,300,NORMAL,Caribou|ME,Aroostook
KHB59,162.550,Cleveland,Chesterland,OH,41.522778,-81.328611,750,NORMAL,Cleveland|OH,Ashtabula|Cuyahoga|Erie|Geauga|Huron|Lake|Lorain|Medina|Portage|Summit
KHB60,162.550,Seattle,Cougar Mtn.,WA,47.5436,-122.108694,102,NORMAL,Seattle/Tacoma|WA,King|Kitsap|Mason|Pierce|Snohomish
KHB97,162.400,Sandusky,Bellevue,OH,41.238611,-82.837694,1000,NORMAL,Cleveland|OH,Ashland|Crawford|Erie|Hancock|Huron|Lorain|Ottawa|Richland|Sandusky|Seneca|Wood|Wyandot
KHC26,162.550,Circle,Linsay,MT,47.276944,-105.391667,300,NORMAL,Glasgow|MT,Dawson|McCone
KHC27,162.425,Rock Hill,York,NC,34.839722,-81.018333,1000,NORMAL,Greenville-Spartanburg|SC,Cleveland|Mecklenburg|Union|Cherokee|Chester|Fairfield|Lancaster|York
KHC28,162.425,Kirksey,Greenwood County,GA,33.9975,-82.051944,1000,NORMAL,Columbia|SC,Columbia|Elbert|Lincoln|Abbeville|Edgefield|Greenwood|Laurens|McCormick|Newberry|Saluda
KHC29,162.500,Barnwell,Barnwell,GA,33.187679,-81.397073,1000,NORMAL,Columbia|SC,Burke|Screven|Aiken|Allendale|Bamberg|Barnwell|Hampton|Orangeburg
KHC47,162.425,Meddybemps,Meddybemps,ME,45.028889,-67.322778,300,NORMAL,Caribou|ME,Washington
KHC49,162.525,Norwich,Barnes Hill,NY,42.511389,-75.468056,300,NORMAL,Binghamton|NY,Broome|Chenango|Cortland|Delaware|Madison|Otsego
KID77,162.550,Kansas City,Independence,KS,39.0905,-94.472,1000,NORMAL,Kansas City|MO,Douglas|Johnson|Leavenworth|Miami|Wyandotte|Cass|Clay|Jackson|Lafayette|Platte|Ray
KIG60,162.400,Burlington,Mt. Mansfield,NY,44.526667,-72.815833,500,NORMAL,Burlington|VT,Clinton|Essex|Franklin|Addison|Chittenden|Grand Isle|Lamoille|Washington
KIG64,162.550,Duluth,Arnold Site,MN,46.786944,-92.114444,1000,NORMAL,Duluth|MN,Carlton|Lake|Pine|St. Louis|Bayfield|Douglas
KIG65,162.550,Green Bay,De Pere,WI,44.409722,-88.001389,1000,NORMAL,Green Bay|WI,Brown|Calumet|Door|Kewaunee|Manitowoc|Marinette|Menominee|Oconto|Outagamie|Shawano|Winnebago
KIG66,162.550,Marquette,Negaunee,MI,46.514167,-87.481667,1000,NORMAL,Marquette|MI,Alger|Baraga|Delta|Dickinson|Iron|Marquette|Menominee|Schoolcraft
KIG74,162.550,Sault Ste Marie,Dafter,MI,46.377042,-84.425094,1000,NORMAL,Gaylord|MI,Chippewa|Mackinac
KIG75,162.550,Yakima,Ahtanum Ridge,WA,46.6405,-120.39725,300,NORMAL,Pendleton|OR,Kittitas|Yakima
KIG76,162.550,Evansville,Haubstadt,IL,38.18,-87.486944,1000,NORMAL,Paducah|KY,Edwards|Wabash|White|Dubois|Gibson|Perry|Pike|Posey|Spencer|Vanderburgh|Warrick|Henderson|Union
KIG77,162.475,Cape Hatteras,Middletown,NC,35.2458,-75.5339,1000,OUT OF SERVICE,Newport/Morehead City|NC,Bertie|Dare|Hyde|Tyrrell|Washington
KIG78,162.400,Coachella,Riverside County,CA,33.654889,-115.990222,104,NORMAL,San Diego|CA,Imperial|Riverside
KIG79,162.550,Nashville,Nashville,TN,36.164083,-86.78475,1020,NORMAL,Nashville|TN,Cheatham|Davidson|Dickson|Macon|Maury|Montgomery|Robertson|Rutherford|Smith|Sumner|Trousdale|Williamson|Wilson
KIG83,162.550,Alpena,Herron,MI,45.062833,-83.717306,800,NORMAL,Gaylord|MI,Alcona|Alpena|Montmorency|Oscoda|Presque Isle
KIG86,162.550,Columbus,Columbus,OH,39.9631,-82.9994,1000,NORMAL,Wilmington|OH,Champaign|Clark|Delaware|Fairfield|Fayette|Franklin|Greene|Hocking|Knox|Licking|Madison|Marion|Morrow|Muskingum|Perry|Pickaway|Union
KIG98,162.550,Portland,Goat Mtn.,OR,45.131167,-122.291472,330,NORMAL,Portland|OR,Clackamas|Columbia|Multnomah|Washington|Clark|Cowlitz|Skamania
KIH20,162.400,Huntsville,Huntsville,AL,34.737778,-86.533889,1000,NORMAL,Huntsville|AL,Cullman|Jackson|Lawrence|Limestone|Madison|Marshall|Morgan|Giles|Lincoln
KIH21,162.400,Gulfport,Gulfport,MS,30.38433,-89.09583,1000,NORMAL,New Orleans/Baton Rouge|LA,George|Hancock|Harrison|Jackson|Pearl River|Stone
KIH22,162.400,Traverse City,Traverse City,MI,44.760442,-85.682994,300,NORMAL,Gaylord|MI,Antrim|Benzie|Charlevoix|Grand Traverse|Kalkaska|Leelanau|Manistee|Missaukee|Wexford
KIH23,162.475,Morgan City,Morgan City,LA,29.75436,-91.17377,1000,NORMAL,New Orleans/Baton Rouge|LA,Ascension|Assumption|Iberia|Iberville|Lafourche|St. James|St. Martin|St. Mary|Terrebonne
KIH24,162.400,Tallahassee,Tallahassee,FL,30.566667,-84.043889,1000,NORMAL,Tallahassee|FL,Franklin|Gadsden|Jefferson|Leon|Liberty|Madison|Taylor|Wakulla|Brooks|Decatur|Grady|Thomas
KIH26,162.400,Daytona Beach,Bumcombe Hill,FL,29.1737,-81.157,1000,NORMAL,Melbourne|FL,Brevard|Flagler|Lake|Orange|Putnam|Seminole|Volusia
KIH27,162.550,Tulsa,Coweta,OK,36.021083,-95.656278,600,NORMAL,Tulsa|OK,Cherokee|Creek|Mayes|Muskogee|Okmulgee|Osage|Pawnee|Rogers|Tulsa|Wagoner|Washington
KIH28,162.475,Philadelphia,Philadelphia,DE,39.9517,-75.160833,1000,NORMAL,Philadelphia/Mt Holly|NJ,New Castle|Cecil|Burlington|Camden|Cumberland|Gloucester|Hunterdon|Mercer|Monmouth|Salem|Bucks|Chester|Delaware|Montgomery|Philadelphia
KIH29,162.475,Flint,Clio,MI,43.216944,-83.721389,1000,NORMAL,Detroit/Pontiac|MI,Bay|Genesee|Huron|Lapeer|Livingston|Midland|Oakland|Saginaw|Shiawassee|Tuscola
KIH30,162.550,Point Arena,Cold Springs Peak,CA,39.022222,-123.521389,300,NORMAL,Eureka|CA,Mendocino|Sonoma
KIH31,162.550,San Luis Obispo,Cuesta Peak/Santa Margarita,CA,35.360694,-120.656972,365,NORMAL,Los Angeles|CA,San Luis Obispo
KIH32,162.400,Coos Bay,Noah Butte,OR,43.390556,-124.131458,300,NORMAL,Medford|OR,Coos
KIH33,162.550,Newport,Otter Rock,OR,44.756111,-124.049722,500,NORMAL,Portland|OR,Lane|Lincoln
KIH34,162.400,Santa Barbara,Broadcast Peak,CA,34.525,-119.9589,369,NORMAL,Los Angeles|CA,Santa Barbara|Ventura
KIH35,162.550,Pittsburgh,Pittsburgh,OH,40.446556,-79.963806,1010,NORMAL,Pittsburgh|PA,Columbiana|Allegheny|Armstrong|Beaver|Butler|Fayette|Greene|Indiana|Lawrence|Washington|Westmoreland|Brooke|Hancock|Marshall|Ohio
KIH36,162.550,Neah Bay,Bohokus Peak,WA,48.370694,-124.673028,303,NORMAL,Seattle/Tacoma|WA,Clallam|Jefferson
KIH37,162.550,Brookings,Palmer Butte,CA,42.1264,-124.2272,500,NORMAL,Eureka|CA,Del Norte|Curry
KIH38,162.400,Jackson,Raymond,LA,32.1917,-90.406278,1000,NORMAL,Jackson|MS,Madison|Tensas|Claiborne|Copiah|Hinds|Issaquena|Jefferson|Lawrence|Leake|Lincoln|Rankin|Scott|Simpson|Smith|Warren|Yazoo
KIH39,162.550,Ashland,Ashland,KY,38.461917,-82.619833,1090,NORMAL,Charleston|WV,Boyd|Carter|Elliott|Greenup|Johnson|Lawrence|Lewis|Martin|Gallia|Jackson|Scioto|Cabell|Lincoln|Mason|Putnam|Wayne
KIH40,162.475,Hazard,Hazard,KY,37.192919,-83.1878,1000,OUT OF SERVICE,Jackson|KY,Bell|Breathitt|Clay|Floyd|Harlan|Jackson|Knott|Knox|Lee|Leslie|Letcher|Magoffin|Morgan|Owsley|Perry|Pike|Wolfe
KIH41,162.400,Lexington,Richmond,KY,37.879203,-84.325499,1000,NORMAL,Louisville|KY,Anderson|Bath|Bourbon|Boyle|Clark|Estill|Fayette|Fleming|Franklin|Garrard|Harrison|Jessamine|Madison|Menifee|Mercer|Montgomery|Nicholas|Powell|Robertson|Rowan|Scott|Woodford
KIH42,162.550,Covington,Covington,IN,39.030556,-84.506389,1000,NORMAL,Wilmington|OH,Dearborn|Fayette|Franklin|Ohio|Ripley|Switzerland|Union|Boone|Bracken|Campbell|Carroll|Gallatin|Grant|Kenton|Mason|Owen|Pendleton|Robertson|Brown|Butler|Clermont|Clinton|Hamilton|Highland|Warren
KIH43,162.475,New Albany,Floyds Knob,IN,38.367084,-85.831639,1000,NORMAL,Louisville|KY,Clark|Crawford|Dubois|Floyd|Harrison|Jefferson|Orange|Scott|Washington|Bullitt|Hardin|Henry|Larue|Meade|Nelson|Oldham|Shelby|Spencer|Trimble
KIH43A,162.550,Elizabethtown,Elizabethtown,KY,37.68201,-85.84203,300,NORMAL,Louisville|KY,Hardin
KIH44,162.550,Somerset,Bethelridge,KY,37.167433,-84.824444,1000,NORMAL,Jackson|KY,Adair|Casey|Clinton|Cumberland|Green|Hart|Knox|Laurel|Lincoln|Marion|McCreary|Metcalfe|Monroe|Pulaski|Rockcastle|Russell|Taylor|Washington|Wayne|Whitley
KIH45,162.400,Bowling Green,Sugar Grove,KY,37.08963,-86.634822,1000,NORMAL,Louisville|KY,Adair|Allen|Barren|Butler|Clinton|Cumberland|Edmonson|Grayson|Green|Hart|Larue|Logan|Metcalfe|Monroe|Muhlenberg|Ohio|Russell|Simpson|Todd|Warren
KIH46,162.475,Mayfield,Mayfield,IL,36.6925,-88.536111,1000,NORMAL,Paducah|KY,Massac|Pope|Ballard|Calloway|Carlisle|Crittenden|Fulton|Graves|Hickman|Livingston|Lyon|Marshall|McCracken|Trigg|Mississippi|Henry|Obion|Weakley
KIH47,162.475,Hattiesburg,Melba,MS,31.4395,-89.640556,1180,NORMAL,Jackson|MS,Covington|Forrest|Greene|Jefferson Davis|Jones|Lamar|Lawrence|Marion|Pearl River|Perry|Simpson|Smith|Walthall|Wayne
KIH48,162.550,Bude,Smithdale,LA,31.372917,-90.751417,1000,NORMAL,Jackson|MS,Concordia|St. Helena|Tangipahoa|Adams|Amite|Copiah|Franklin|Jefferson|Lawrence|Lincoln|Pike|Wilkinson
KIH49,162.550,Meridian,Rose Hill,AL,32.1386,-89.093694,1000,NORMAL,Jackson|MS,Choctaw|Sumter|Clarke|Covington|Jasper|Jones|Kemper|Lauderdale|Neshoba|Newton|Scott|Smith|Wayne
