FREQ,CALL,STATE,CITY,PWR_D,PWR_N,PWR_C,MODE,LAT,LON,STATUS,CALL_HIST,County,FIPS,Format,Network/Slogan,Notes
1270,KIIK,MO,WAYNESVILLE,500.0,44.0,,,37.8284,-92.1743,LICSL,"KFBD, KOZQ",Pulaski,29169,SPORTS,INFINITY SPORTS NET,EX-KOZQ //KFBD 97.9
1270,WCGC,NC,BELMONT,10000.0,500.0,,,35.2515,-81.057,LICSL,,Gaston,37071,RELIGION,EWTN CAROLINA CATHOLIC,//WHVN-1240
1270,WMPM,NC,SMITHFIELD,5000.0,145.0,,,35.526,-78.3333,LICEN,,Johnston,37101,REG. MEX.,EL GALLO,//W232DO 94.3
1270,KLXX,ND,BISMARCK-MANDAN,1000.0,250.0,,,46.8103,-100.8365,LICEN,KBOM,Morton,38059,TALK,ABC SUPERTALK 1270,
1270,WTSN,NH,DOVER,5000.0,5000.0,,,43.1837,-70.8534,LICEN,,Strafford,33017,NEWS/TALK,FOX THE PULSE OF NH,"//W251CF 98.1, WEMJ-1490"
1270,WMIZ,NJ,VINELAND,360.0,210.0,,,39.4982,-75.0749,LICEN,"WDVL, WFHM",Cumberland,34011,SPANISH VARIETY,LA ZETA,EX-WFHM //W225DK 92.9
1270,KINN,NM,ALAMOGORDO,1000.0,80.0,,,32.887,-105.9517,LICEN,"KINN, KZZX",Otero,35035,TALK,FOX WW1 K-TALK,EX-KZZK //K292GJ 106.3
1270,WUSW,NY,NIAGARA FALLS,5000.0,1000.0,,,42.7448,-78.8867,LICEN,WHLD,Niagara,36063,TALK,SRN WW1 THE PATRIOT,EX-WHLD
1270,WDLA,NY,WALTON,5000.0,89.0,,,42.1362,-75.0796,LICEN,,Delaware,36025,NEWS/TALK,FOX NEWS TALK LEADER,//WDOS-730
1270,WILE,OH,CAMBRIDGE,830.0,28.0,,,40.0395,-81.6465,LICEN,,Guernsey,39059,C&W,FOX WW1 NASH ICON,//W300CB 107.9
1270,WDLR,OH,MARYSVILLE,500.0,500.0,,,40.2462,-83.3305,LICEN,"WUCO, WQTT",Union,39159,CLASSIC ROCK,ABC MY 96.7,EX-WQTT //W244DV 96.7
1270,KRXO,OK,CLAREMORE,5000.0,1000.0,,,36.2654,-95.7105,LICEN,"KOKN, KWPR, KTRT, KRVT, KTUZ",Rogers,40131,SPANISH TROPICAL,RITMO 107.9,"//FM 107.7, K300CY 107.9"
1270,KAJO,OR,GRANTS PASS,10000.0,48.0,,,42.4376,-123.3587,LICEN,,Josephine,41033,OLDIES/TALK,SRN K-JOE RADIO,//K259AE 99.7
1270,WLBR,PA,LEBANON,5000.0,1000.0,,,40.3598,-76.458,LICEN,,Lebanon,42075,CLASSIC ROCK,99.7 WILBUR RADIO,//W259DM 99.7
1270,WHGS,SC,HAMPTON,10000.0,219.0,,,32.8441,-81.1254,LICEN,WBHC,Hampton,45049,RELIGION,GOOD NEWS RADIO,EX-WBHC //W241DA 96.1
1270,KNWC,SD,SIOUX FALLS,5000.0,2300.0,,,43.2853,-96.7651,LICEN,,Minnehaha,46099,RELIGION,SRN FAITH 1270,//K298CY 107.5
1270,WLIK,TN,NEWPORT,5000.0,500.0,,,35.9637,-83.2085,LICEN,,Cocke,47029,OLDIES/RELIGION,THE SMOKIES OLDIES,//W250BR 97.9
1270,WQKR,TN,PORTLAND,1000.0,43.0,,,36.6112,-86.5811,LICEN,"WQSI, WHRP",Robertson,47147,CLASSIC ROCK/TALK,WW1 PORTLANDS RADIO,EX-WHRP //W269DQ 101.7
1270,KFLC,TX,BENBROOK,50000.0,5000.0,,,32.7268,-97.1919,LICEN,"KESS, KSBN, KESS",Tarrant,48439,SPANISH AC/SPORTS,DOCE SETENTA AM,
1270,WPMH,VA,NEWPORT NEWS,1500.0,900.0,,,37.0312,-76.3663,LICEN,"WOKT, WTJZ, WHKT",Hampton,51650,RELIGION,THE TRUTH,//W285FM 104.9 EX-WHKT
1270,WHEO,VA,STUART,5000.0,,,,36.6237,-80.2637,LICEN,,Patrick,51141,OLDIES,NEW WEO 1270,//W224DV 92.7
1270,KEDO,WA,LONGVIEW,5000.0,83.0,,,46.1829,-122.9593,LICEN,KBAM,Cowlitz,53015,NEWS/TALK/SPORTS,FOX TALK OF THE TOWN,//K260DH 99.9 EX-KBAM
1270,WRJC,WI,MAUSTON,500.0,27.0,,,43.8311,-90.081,LICEN,,Juneau,55057,C&W,SMASH COUNTRY 92.9,//W225BF 92.9
1280,WMXB,AL,TUSCALOOSA,5000.0,500.0,,,33.2187,-87.5681,LICEN,"WNPT, WWPG",Tuscaloosa,1125,URBAN AC,TODAYS BEST MIX 107.3,EX-WNPT/WWPG //W297BJ 107.3
1280,KNBY,AR,NEWPORT,1000.0,88.0,,,35.6106,-91.2507,LICEN,,Jackson,5067,OLDIES,GOLDEN OLDIES,
1280,KXEG,AZ,PHOENIX,2500.0,49.0,,,33.4936,-112.1392,LICEN,"KHEP, KTKP",Maricopa,4013,REG. MEX.,XTASIS TU LATINO VIBE,EX-KHEP/KTKP //K241CS 96.1
1280,KXTK,CA,ARROYO GRANDE,10000.0,2500.0,,,35.1455,-120.5218,LICEN,"KFYV, KKAL, KKOM",San Luis Obispo,6079,SPORTS,ESPN THE TICKET,EX-KKAL/KKOM //K269GY 101.7
1280,KFRN,CA,LONG BEACH,430.0,237.0,,,33.8917,-118.1856,LICEN,,Los Angeles,6037,RELIGION,FAMILY RADIO,
1280,KWSX,CA,STOCKTON,1000.0,1000.0,,,37.9819,-121.2299,LICEN,"KJOY, KJAX, KUYL",San Joaquin,6077,SPORTS,FOX SPORTS 1280,EX-KJAX/KUYL
1280,KBNO,CO,DENVER,5000.0,5000.0,,,39.6014,-104.9805,LICEN,"KTLK, KBRQ, KXKL, KRRF, KEXX, KXKL, KVOD",Arapahoe,8005,REG. MEX.,QUE BUENO,EX-KRRF/KVOD //K249EX 97.7
1280,WSUX,DE,SEAFORD,840.0,211.0,,,38.6132,-75.5863,LICEN,"WSUX, WECY, WJPY, WJWK, WSFD",Sussex,10005,REG. MEX.,LA Z 93.9,EX-WJWK/WSFD //W230CO 93.9
1280,WIPC,FL,LAKE WALES,1000.0,150.0,,,27.9253,-81.6042,LICEN,"WIPC, WKZJ",Polk,12105,REG. MEX.,RADIO ESPERANZA,//W245DO 96.9
1280,WTMY,FL,SARASOTA,300.0,100.0,,,27.3367,-82.5734,LICEN,"WWZZ, WSGX",Sarasota,12115,REG. MEX.,LA NUMERO UNO 106.9,"//W256DI 99.1, WZZS 106.9"
1280,WIHB,GA,MACON,5000.0,99.0,,,32.8046,-83.6043,LICEN,"WIBB, WKXK, WIBB, WQTK, WLCG, WIBB",Bibb,13021,C&W,97.3 THE BULL ICONS,"//W247BW 97.3, W277CL 103.3"
1280,KCOB,IA,NEWTON,730.0,19.0,,,41.7364,-93.0202,LICSL,,Jasper,19099,SILENT,YOUR HOMETOWN STATION,
1280,WTFN,IL,AURORA,1000.0,500.0,,,41.7695,-88.2456,LICEN,"WMRO, WYSY, WBIG",DuPage,17043,NEWS/TALK/SPORTS,FSR BBN THE BIG ONE,EX-WYSY/WBIG //W272EP 102.3
1280,WGBF,IN,EVANSVILLE,5000.0,1000.0,,,37.9959,-87.4767,LICSL,"WGBF, WWOK",Vanderburgh,18163,SILENT,FOX WW1 NEWSTALK 1280,EX-WWOK
1280,KSOK,KS,ARKANSAS CITY,1000.0,100.0,,,37.0861,-97.0331,LICEN,,Cowley,20035,C&W,FOX COUNTRY LEGENDS,//K277CK 103.3
1280,WZXI,KY,LANCASTER,1000.0,88.0,,,37.6323,-84.5672,LICEN,"WIXI, WKYY",Garrard,21079,TALK,SRN FOX OK TO THINK,EX-WKYY //W238CN 95.5
1280,WODT,LA,NEW ORLEANS,5000.0,5000.0,,,29.8955,-90.0045,LICEN,"WMKJ, WQUE",Orleans,22071,URBAN NEWS/TALK,BIN BLACK INFO NETWORK,EX-WQUE //K244FX 96.7
1280,WPKZ,MA,FITCHBURG,5000.0,1000.0,,,42.5945,-71.8362,LICEN,WEIM,Worcester,25027,TALK/SPORTS,ABC FOXSP K-ZONE 105.3,EX-WEIM //W287BT 105.3
1280,WHTP,ME,GARDINER,250.0,40.0,,,44.249,-69.8134,LICEN,"WQZN, WABK, WFAU, WJYE",Kennebec,23011,CONTEMP HITS,HOT RADIO MAINE,EX-WFAU/WJYE //FM 104.7
1280,WFYC,MI,ALMA,1000.0,56.0,,,43.3689,-84.6053,LICEN,,Gratiot,26057,SPORTS,FOX SPORTS 1280,
1280,WWTC,MN,MINNEAPOLIS,10000.0,15000.0,,,44.7883,-93.2152,LICEN,"WWTC, KSNE",Washington,27163,TALK,SRN WW1 THE PATRIOT,//K298CO 107.5
1280,KVXR,MN,MOORHEAD,5000.0,1000.0,,,46.8194,-96.7659,LICEN,KVOX,Clay,27027,RELIGION,EWTN REAL PRESENCE R.,"//KWTL 1370, K252GC 98.3"
1280,KYRO,MO,TROY,660.0,45.0,,,39.0537,-90.9965,LICEN,,Lincoln,29113,NEWS/TALK,FOX NEWSRADIO 105.3,//K287CM 105.3
1280,WYAL,NC,SCOTLAND NECK,5000.0,,,,36.136,-77.4355,LICEN,,Halifax,37083,RELIGION/BLK GSPL,GOSPEL 1280,
1280,KCNI,NE,BROKEN BOW,1000.0,,,,41.4086,-99.6748,LICEN,,Custer,31041,C&W,PURE COUNTRY,//K242CU 96.3
1280,KRZE,NM,FARMINGTON,5000.0,95.0,,,36.73,-108.2304,LICEN,,San Juan,35045,SPANISH AC,FIERRO 1280,//K278DD 103.5
1280,KQLL,NV,HENDERSON,5000.0,28.0,,,36.2108,-115.1639,LICEN,"KVOV, KREL, KDOL, KDOX",Clark,32003,OLDIES,FOX KOOL 102.3 & 104.7,EX-KDOX //K272EE 102.3
1280,WADO,NY,NEW YORK,50000.0,7200.0,,,40.8268,-74.0751,LICEN,,Bergen,34003,REG. MEX.,QUE BUENA,
1280,WHTK,NY,ROCHESTER,5000.0,5000.0,,,43.0984,-77.5833,LICEN,"WHTK, WPXY",Monroe,36055,SPORTS,FOX SPORTS 1280,EX-WPXY/WKQG
1280,WONW,OH,DEFIANCE,1000.0,500.0,,,41.2789,-84.3972,LICEN,,Defiance,39039,NEWS/TALK/SPORTS,FOX NEWSTALK & SPORTS,
1280,KPRV,OK,POTEAU,1000.0,108.0,,,35.0154,-94.6519,LICSL,"KZZE, KYYN",Le Flore,40079,SILENT,CLASSIC HITS & MORE,//FM 92.5
1280,KRVM,OR,EUGENE,5000.0,1500.0,,,44.1007,-123.0529,LICEN,"KWOW, KQAK, KDUK",Lane,41039,NEWS/TALK,NPR JEFFERSON PUBLIC R,EX-KDUK //KSJK-1230
1280,WBWX,PA,BERWICK,1000.0,164.0,,,41.079,-76.2594,LICEN,"WBRX, WSQV, WFBS",Columbia,42037,OLDIES,HANNA,EX-WSQV/WFBS
1280,WHVR,PA,HANOVER,5000.0,500.0,,,39.8198,-77.0066,LICEN,,Adams,42001,AC/OLDIES,WW1 HAPPY 95.3,//W237EN 95.3
1280,WKST,PA,NEW CASTLE,4900.0,1000.0,,,40.9539,-80.3178,LICEN,"WKST, WBZY, WJST, WUZZ",Lawrence,42073,C&W,WILLIE 95.1 & 97.5,EX-WJST/WUZZ //W248DJ 97.5
1280,WCMN,PR,ARECIBO,5000.0,1000.0,,,18.4791,-66.6874,LICEN,,Arecibo,72013,SPANISH NEWS/TALK,NOTI UNO SEIS TRIENTA,
1280,WJAY,SC,MULLINS,4200.0,270.0,,,34.1918,-79.3151,LICEN,,Marion,45067,BLK GSPL,JOY 1280,//W252BL 98.3
1280,WMCP,TN,COLUMBIA,5000.0,500.0,,,35.619,-86.9811,LICEN,,Maury,47119,RELIGION,RADIO MARIA,//W255DK 98.9
1280,WALI,TN,DAYTON,1000.0,310.0,,,35.4701,-85.0374,LICEN,"WDNT, WALV, WDNT, WRHA",Rhea,47143,AC/EZL,ALIVE 96.9,EX-WRHA //W245DZ 96.9
1280,KWHI,TX,BRENHAM,1000.0,72.0,,,30.1683,-96.4225,LICEN,KTTX,Washington,48477,C&W/TALK,ABC THE LEGEND,EX-KTTX //K269GU 101.7
1280,KMFR,TX,PEARSALL,460.0,190.0,,,28.8872,-99.1114,LICEN,"KVWG, KSAH, KTFM, KILM, KVWG",Frio,48163,C&W,NO BULL RADIO,"//KIBL-1490, FM 92.1, 95.3"
1280,KZNS,UT,SALT LAKE CITY,50000.0,670.0,,,40.8519,-111.9688,LICEN,"KWMS, KDYL",Salt Lake,49035,SPORTS,FSR KSL SPORTS ZONE,EX-KDYL //FM 97.5
1280,WYVE,VA,WYTHEVILLE,2500.0,164.0,,,36.9662,-81.0812,LICEN,,Wythe,51197,C&W,AP COUNTRY 1280 & 99.9,//W260DI 99.9
1280,KLDY,WA,LACEY,1000.0,500.0,,,47.062,-122.8315,LICEN,KTOL,Thurston,53067,SPANISH RELIGION,RADIO AMOR,EX-KTOL //K221GR 92.1
1280,KZFS,WA,SPOKANE,5000.0,125.0,,,47.6074,-117.3622,LICEN,"KUDY, KAQQ, KPTQ",Spokane,53063,URBAN HIPHOP,HOOPTOWN 101.5,EX-KAQQ/KPTQ //K268DL 101.5
1280,KIT,WA,YAKIMA,4500.0,810.0,,,46.5578,-120.4518,LICEN,,Yakima,53077,NEWS/TALK,FOX SRN NEWSTALK RADIO,//K267CV 101.3
1280,WNAM,WI,NEENAH-MENASHA,5000.0,5000.0,,,44.1003,-88.534,LICSL,,Winnebago,55139,SILENT,ABC AMERICAS BEST MX,
1280,WSAT,NC,SALISBURY,850,130,,,35.688333,-80.495556,LICEN,,Rowan,37159,CLASSIC HITS,FOX MEMORIES RADIO,//W269EE 101.7
1290,WOPP,AL,OPP,2500.0,500.0,,,31.291,-86.2308,LICEN,,Covington,1039,C&W,,
1290,WOPP,AL,OPP,500.0,30.0,,,31.3085,-86.2569,LICEN,,Covington,1039,C&W,,
1290,WBTG,AL,SHEFFIELD,1000.0,79.0,,,34.7743,-87.6706,LICEN,"WSHF, WHCM",Colbert,1033,ADLT STNDS,SRN MEMORY MUSIC,//W290CZ 105.9
1290,WYEA,AL,SYLACAUGA,1000.0,50.0,,,33.1956,-86.2339,LICEN,WMLS,Talladega,1121,C&W,KIX COUNTRY 100.3 96.3,//W262DI 100.3
1290,KDMS,AR,EL DORADO,500.0,120.0,,,33.2374,-92.6652,LICEN,,Union,5139,CONTEMP. CHRIST,101.5 THE HOG,
1290,KUOA,AR,SILOAM SPRINGS,5000.0,31.0,,,36.1912,-94.5663,LICEN,,Benton,5007,REG. MEX.,LA MAXXIMA,//K276CO 103.1
1290,KCUB,AZ,TUCSON,1000.0,1000.0,,,32.277,-110.9812,LICEN,"KCUB, KIIM, KCUB, KOAZ",Pima,4019,SPORTS,ABC W1S WILDCATS RADIO,EX-KIIM
1290,KPAY,CA,CHICO,5000.0,5000.0,,,39.7104,-121.7889,LICEN,"KHSL, KNSN",Butte,6007,SPORTS,FOX K-PAY SPORTS,EX-KHSL/KNSN //K275CO 102.9
1290,KAZA,CA,GILROY,1500.0,19.0,,,36.9636,-121.4905,LICEN,,San Benito,6069,ETHNIC VIETNAMESE,VIEN THAO RADIO,
1290,KKDD,CA,SAN BERNARDINO,5000.0,5000.0,,,34.1242,-117.2381,LICEN,"KMEN, KMRZ",San Bernardino,6071,RELIGION,RELEVANT RADIO,EX-KMEN/KICS
1290,KZSB,CA,SANTA BARBARA,500.0,114.0,,,34.4189,-119.6871,LICEN,"KESP, KKSB, KZBN, KRNP",Santa Barbara,6083,NEWS/TALK,BBC NEWS PRESS RADIO,EX-KZBN/KRNP //K245DD 96.9
1290,WNWW,CT,WEST HARTFORD,490.0,11.0,,,41.7968,-72.7968,LICEN,"WCCC, WTMI, WCCC",Hartford,9003,RELIGION,SRN FAITH RADIO,EX-WCCC //W231CZ 94.1
1290,WWTX,DE,WILMINGTON,2500.0,32.0,,,39.7343,-75.5285,LICEN,"WTUX, WJBR",New Castle,10003,SPORTS,FOX SPORTSRADIO,EX-WJBR
1290,WPCF,FL,PANAMA CITY BEACH,270.0,55.0,,,30.1791,-85.7819,LICEN,"WSCM, WPCF, WDLP",Bay,12005,RELIGION,FAITH RADIO,EX-WDLP //W226CJ 93.1
1290,WJNO,FL,WEST PALM BEACH,10000.0,4900.0,,,26.7642,-80.2045,LICEN,"WPCK, WPBG, WBZT",Palm Beach,12099,NEWS/TALK,FOX WW1 NEWSRADIO 1290,EX-WBZT
1290,WCHK,GA,CANTON,10000.0,500.0,,,34.2523,-84.4635,LICEN,,Cherokee,13057,SPANISH HITS,LA MEGA 96.5 Y 105.1,//W243CE 96.5
1290,WTKS,GA,SAVANNAH,5300.0,5000.0,,,32.0894,-81.1459,LICEN,"WTOC, WWSA, WCHY",Chatham,13051,NEWS/TALK,FOX WW1 NEWSRADIO,EX-WCHY //W249BS 97.7
1290,KOUU,ID,POCATELLO,50000.0,24.0,,,42.9577,-112.4303,LICEN,"KISU, KZBQ",Bannock,16005,C&W,ABC COUNTRY CLASSICS,"//K243CJ 96.5, K275BL 102.9"
1290,WIRL,IL,PEORIA,5000.0,5000.0,,,40.6234,-89.5909,LICSL,"WIRL, WWFS",Tazewell,17179,SILENT,FOX FREEDOM 95.9&1290,EX-WWFS //W240DM 95.9
1290,KMMM,KS,PRATT,5000.0,500.0,,,37.6428,-98.6779,LICEN,KWLS,Pratt,20151,C&W,SRN TRUE COUNTRY,EX-KWLS //KVWF 100.5
1290,WCBL,KY,BENTON,5000.0,53.0,,,36.8587,-88.3364,LICEN,,Marshall,21157,OLDIES,ABC GREAT OLDIES 99.1,//FM 99.1
1290,WKLB,KY,MANCHESTER,5000.0,34.0,,,37.1376,-83.7805,LICEN,,Clay,21051,NEWS/TALK,SRN KY VOICE 970,//W283AH 104.5
1290,WNIL,MI,NILES,500.0,44.0,,,41.8228,-86.2842,LICEN,,Berrien,26021,CLASSIC ROCK,,//W298CQ 107.5
1290,WLBY,MI,SALINE,500.0,26.0,,,42.2048,-83.7886,LICEN,"WNRS, WIQB, WAMX, WDEO, WYBN, WCAS, WHNE",Washtenaw,26161,BUSINESS TALK,ANN ARBORS BIZ TALK,EX-WAMX/WDEO/WYBN/WCAS
1290,KBMO,MN,BENSON,330.0,24.0,,,45.3183,-95.5636,LICEN,"KBMO, KSCR",Swift,27151,NEWS/TALK,ABC NEWSTALK,EX-KBMO/KSCR K278CX 103.5
1290,KALM,MO,THAYER,1000.0,56.0,,,36.5564,-91.5515,LICEN,,Oregon,29149,S. GSPL,SRN THE GIFT,//K279CT 103.7
1290,WJBI,MS,BATESVILLE,730.0,91.0,,,34.3037,-89.9831,LICEN,"WBLE, WWUN",Panola,28107,C&W,ABC COUNTRY LEGENDS,//WHKL 106.9
1290,WTYL,MS,TYLERTOWN,1000.0,,,,31.1307,-90.137,LICEN,,Walthall,28147,C&W,YOUR KIND OF COUNTRY,//FM 97.7
1290,KGVO,MT,MISSOULA,5000.0,5000.0,,,46.8296,-114.0801,LICEN,,Missoula,30063,NEWS/TALK,FOX NEWSTALK KGVO.COM,//K252FP 98.3
1290,WHKY,NC,HICKORY,50000.0,1000.0,,,35.7265,-81.3004,LICEN,,Catawba,37035,TALK/SPORTS,FOX SRN WW1 TALKRADIO,//W272DU 102.3
1290,WJCV,NC,JACKSONVILLE,5000.0,47.0,,,34.7663,-77.3908,LICEN,"WIIZ, WOPY",Onslow,37133,S. GSPL,SRN INSPIRATIONAL 1290,//W252BO 98.3
1290,WXKL,NC,SANFORD,1000.0,40.0,,,35.4504,-79.1581,LICEN,"WEYE, WSBL",Lee,37105,GOSPEL,EXALT KINGDOM LIVING,
1290,KOIL,NE,OMAHA,5000.0,5000.0,,,41.1889,-96.0061,LICEN,"KOIL, KKAR",Douglas,31055,NEWS/TALK,ABC WW1 NEWSTALK 1290,EX-KOIL/KKAR
1290,WKBK,NH,KEENE,5000.0,5000.0,,,42.9462,-72.3087,LICEN,WKNE,Cheshire,33005,NEWS/TALK,ABC SRN NEWSTALK,//W231DV 94.1
1290,WNBF,NY,BINGHAMTON,9300.0,5000.0,,,42.0581,-75.9538,LICEN,,Broome,36007,NEWS/TALK,ABC WW1 NEWSRADIO 1290,//W221EJ 92.1
1290,WLYV,OH,BELLAIRE,1000.0,33.0,,,40.0359,-80.7709,LICEN,"WOMP, WLEJ, WYLY, WLIE",Belmont,39013,NEWS/TALK/SPORTS,FOX SRN RIVER TALK,"//W261DH 100.1, WEIR-1430"
1290,WHIO,OH,DAYTON,5000.0,5000.0,,,39.6789,-84.1302,LICEN,,Montgomery,39113,NEWS/TALK,AM 1290 & NEWS 95.7,//FM 95.7
1290,KUMA,OR,PENDLETON,5000.0,5000.0,,,45.6735,-118.7477,LICEN,,Umatilla,41059,NEWS/TALK,FOX NEWSTALK 1290,//K243CK 96.5
1290,WFBG,PA,ALTOONA,5000.0,1000.0,,,40.4556,-78.3969,LICEN,,Blair,42013,CONTEMP HITS,POP RADIO 104.5,//W283DI 104.5
1290,WPVD,RI,PROVIDENCE,400.0,16.0,,,41.8564,-71.4451,LICSL,"WICE, WRCP, WRNI, WRPA, WPPB",Providence,44007,SILENT,NPR RI PUBLIC RADIO,EX-WRCP/WRNI/WRPA/WPPB
1290,WWHM,SC,SUMTER,1000.0,12.0,,,33.9241,-80.2865,LICEN,"WQMC, WFIG, WQMC",Sumter,45085,URBAN AC/HIPHOP,JAMZ 92.3 & 93.3,EX-WFIG/WQMC //W227BI 93.3
1290,KIVY,TX,CROCKETT,2500.0,175.0,,,31.3057,-95.4519,LICEN,,Houston,48225,ADLT STNDS,SRN AMERICAS BST MUSIC,"//K275AS 102.9,FM 92.7"
1290,KRGE,TX,WESLACO,5000.0,5000.0,,,26.2104,-97.9094,LICEN,KRGV,Hidalgo,48215,SPANISH RELIGION,RADIO VIDA,//KBIC 105.7
1290,KWFS,TX,WICHITA FALLS,5000.0,73.0,,,33.9606,-98.562,LICEN,"KTRN, KLLF",Wichita,48485,NEWS/TALK,FOX TEXAHOMAS NEWSTALK,EX-KLLF //K242DG 96.3
1290,WDZY,VA,COLONIAL HEIGHTS,25000.0,41.0,,,37.2585,-77.3941,LICEN,"WHUM, WPVA, WSTK, WZOD",Colonial Heights,51570,RELIGION,SRN THE WORD,EX-WSTK/WZOD //W277CT 103.3
1290,WRJM,WI,GREENFIELD,5000.0,5000.0,,,42.9198,-87.9881,LICEN,"WZUU, WMVP, WMCS, WZTI",Milwaukee,55079,OLDIES/TALK,TIMELESS HITS,EX-WMVP/WMCS/WZTI
1290,WKLJ,WI,SPARTA,5000.0,59.0,,,43.9683,-90.8599,LICEN,WCOW,Monroe,55081,SPORTS,ESPN LA CROSSE 105.5,//K271CM 102.1
1290,WVOW,WV,LOGAN,5000.0,1000.0,,,37.8562,-81.9718,LICEN,,Logan,54045,AC/SPORTS,ABC ESPN PREMIER SPTS,//FM 101.9
1290,KOWB,WY,LARAMIE,5000.0,1000.0,,,41.2833,-105.5819,LICEN,,Albany,56001,NEWS/TALK/SPORTS,FOX NEWS SPORTSTALK,//KCGY 95.1
1300,WBSA,AL,BOAZ,1000.0,37.0,,,34.214,-86.1527,LICEN,,Marshall,1095,GOSPEL/RELIGION,,//W228DD 93.5
1300,WTLS,AL,TALLASSEE,1200.0,18.0,,,32.511,-85.8925,LICEN,,Elmore,1051,TALK/SPORTS,ABC WW1,"//W234DL 94.7, W266DZ 101.1"
1300,KROP,CA,BRAWLEY,1000.0,475.0,,,33.1156,-115.5135,LICEN,"KROP, KKSC",Imperial,6025,RELIGION,SRN KEEP GOD BEFOR ALL,EX-KROP/KKSC //KGBA 100.1
1300,KWRU,CA,FRESNO,5000.0,1000.0,,,36.7705,-119.751,LICEN,KYNO,Fresno,6019,ETHNIC S. ASIAN,PUNJABI RADIO USA,EX-KYNO //K283CY 104.5
1300,KPMO,CA,MENDOCINO,5000.0,77.0,,,39.3424,-123.7819,LICEN,KMFB,Mendocino,6045,NEWS/TALK,NPR JEFFERSON PUBLIC R,
1300,KAZN,CA,PASADENA,23000.0,4200.0,,,34.1189,-118.0826,LICEN,KWKW,Los Angeles,6037,ETHNIC ASIAN,K ASIAN,//KAHZ-1600
1300,KCSF,CO,COLORADO SPRINGS,5000.0,1000.0,,,38.8128,-104.8147,LICEN,"KVOR, KVOR, KTWK, KUBL, KBZC, KKML",El Paso,8041,SPORTS,FSR BETQL W1S SPORTS,EX-KVOR/KTWK/KUBL/KBZC/KKML
1300,WAVZ,CT,NEW HAVEN,1000.0,1000.0,,,41.2879,-72.9462,LICEN,,Hampshire,25015,SPORTS,FOX SPORTS 1300,
1300,WKQK,FL,COCOA BEACH,5000.0,1000.0,,,28.3442,-80.7681,LICSL,"WRKT, WXXU, WTIR, WMEL",Brevard,12009,SILENT,SPACE COAST RADIO,EX-WTIR/WMEL //W283DJ 104.5
1300,WFFG,FL,MARATHON,2500.0,2500.0,,,24.6915,-81.1081,LICEN,,Monroe,12087,NEWS/TALK/SPORTS,FOX,
1300,WKQK,FL,MELBOURNE BEACH,2500.0,320.0,,,28.0576,-80.6364,LICSL,"WRKT, WXXU, WTIR, WMEL",Brevard,12009,SILENT,SPACE COAST RADIO,EX-WTIR/WMEL //W283DJ 104.5
1300,WQBN,FL,TEMPLE TERRACE,5000.0,160.0,,,27.9478,-82.3956,LICEN,"WSOL, WTYM",Hillsborough,12057,SPANISH,LA SUPER Q,//W294CR 106.7
1300,WMTM,GA,MOULTRIE,5000.0,60.0,,,31.1702,-83.7471,LICEN,,Colquitt,13071,NEWS/TALK,YOUR RADIO STN,//W286BO 105.1
1300,WNEA,GA,NEWNAN,1000.0,50.0,,,33.3754,-84.7855,LICEN,,Coweta,13077,GOSPEL/RELIGION,WORD CHRISTIAN VOICE,
1300,WJBB,GA,WINDER,650.0,50.0,,,33.9279,-83.7268,LICEN,WIMO,Barrow,13013,OLDIES/ROCK,ABC,EX-WIMO //W296CX 107.1
1300,KGLO,IA,MASON CITY,5000.0,5000.0,,,43.0536,-93.2049,LICEN,,Cerro Gordo,19033,TALK/SPORTS,HOMETOWN NEWS,
1300,KLER,ID,OROFINO,5000.0,1000.0,,,46.478,-116.2438,LICEN,,Clearwater,16035,C&W,ABC CLEARWATER COUNTRY,
1300,WRDZ,IL,LA GRANGE,4500.0,4000.0,,,41.6748,-87.7626,LICEN,WTAQ,Cook,17031,ROCK,REBEL RADIO CHICAGO,
1300,WFRX,IL,WEST FRANKFORT,1000.0,60.0,,,37.8845,-88.9289,LICEN,,Franklin,17055,SPORTS,FSR THE FAN,//W238CQ 95.5
1300,WBZQ,IN,HUNTINGTON,500.0,19.0,,,40.8753,-85.4741,LICEN,"WHLT, WCER",Huntington,18069,REG. MEX.,,EX-WCER/WPDJ //W249DS 97.7
1300,WLXG,KY,LEXINGTON,2500.0,1000.0,,,38.0973,-84.5291,LICEN,"WBLG, WTKC",Fayette,21067,SPORTS,ESPN 1300 & 92.5,//W223CV 92.5
1300,KSYB,LA,SHREVEPORT,5000.0,30.0,,,32.5301,-93.8046,LICEN,KFLO,Caddo,22017,BLK GSPL,GOSPEL POWERHOUSE,EX-KFLO
1300,WJDA,MA,QUINCY,1000.0,72.0,,,42.2598,-70.9762,LICEN,,Norfolk,25021,SPANISH AC,MAS LATINO,//W260DS 99.9
1300,WJZ,MD,BALTIMORE,5000.0,5000.0,,,39.3334,-76.77,LICEN,"WFBR, WLIF, WJFK",Baltimore,24510,SPORTS,W1S BETQL THE BET,EX-WLIF/WJFK //W285EJ 104.9
1300,WOOD,MI,GRAND RAPIDS,20000.0,20000.0,,,42.7561,-85.6567,LICEN,,Kent,26081,NEWS/TALK,FOX NEWSRADIO WOOD,//FM 106.9
