FREQ,CALL,STATE,CITY,PWR_D,PWR_N,PWR_C,MODE,LAT,LON,STATUS,CALL_HIST,County,FIPS,Format,Network/Slogan,Notes
980,KMIN,NM,GRANTS,5000.0,230.0,,,35.0975,-107.8726,LICEN,,Cibola,35006,CLASSIC ROCK,SRN,//K282BW 104.3
980,KVLV,NV,FALLON,5000.0,,,,39.4963,-118.8149,LICEN,,Churchill,32001,C&W,ABC HOT NEW COUNTRY,
980,WOFX,NY,TROY,5000.0,5000.0,,,42.7823,-73.8348,LICEN,WTRY,Schenectady,36093,SPORTS,ABC FOX SPORTSRADIO,//W240EC 95.9
980,WONE,OH,DAYTON,5000.0,5000.0,,,39.6676,-84.1669,LICEN,,Montgomery,39113,SPORTS,FOX SPORTS 980,
980,WILK,PA,WILKES-BARRE,5000.0,1000.0,,,41.2284,-75.9477,LICEN,,Luzerne,42079,NEWS/TALK,ABC BNN WILK NETWORK,//WAAF-910
980,WAZS,SC,SUMMERVILLE,1000.0,131.0,,,33.0327,-80.2,LICEN,,Dorchester,45035,REG. MEX.,LA RAZA 103.9,//W280EX 103.9
980,WULR,SC,YORK,3000.0,167.0,,,34.9032,-81.0923,LICEN,WBZK,York,45091,SPANISH RELIGION,RADIO NUEVA VIDA,EX-WBZK
980,KDSJ,SD,DEADWOOD,5000.0,1000.0,,,44.3825,-103.6627,LICEN,,Lawrence,46081,OLDIES,USA BLACK HILLS GOLD,//K278AM 103.5
980,WYFN,TN,NASHVILLE,5000.0,5000.0,,,36.207,-86.6736,LICEN,"WYFN, WSIX",Davidson,47037,RELIGION,SRN BBN CHRISTIAN R.,
980,KQUE,TX,ROSENBURG-RICHMOND,5000.0,4000.0,,,29.8222,-95.883,LICEN,"KFRD, KMPQ, KRTX",Waller,48473,SPANISH RELIGION,RADIO ALELUYA,EX-KMPQ/KRTX //K264CN 100.7
980,KSVC,UT,RICHFIELD,,1000.0,,,38.7611,-112.0771,LICEN,,Sevier,49041,TALK/SPORTS,FOX TALK OF MID-UTAH,//K266CN 101.1
980,KSVC,UT,RICHFIELD,10000.0,,,,38.788,-112.0124,LICEN,,Sevier,49041,TALK/SPORTS,FOX TALK OF MID-UTAH,//K266CN 101.1
980,WWTB,VA,BRISTOL,5000.0,1000.0,,,36.6084,-82.1599,LICEN,"WFHG, WXBQ, WFHG",Washington,51191,URBAN AC/HIPHOP,THE BEAT,EX-WXBQ/WFHG //W287CF 105.3
980,WJYK,VA,CHASE CITY,1000.0,26.0,,,36.8054,-78.44,LICEN,WMEK,Mecklenburg,51117,RELIGION,JOY 980,EX-WMEK //W257EL 99.3
980,KTCR,WA,SELAH,5000.0,500.0,,,46.6401,-120.5978,LICEN,"KUTI, KCHT, KJOX, KBBO",Yakima,53077,OLDIES,KRUZN 102.5,EX-KJOX/KBBO //K273DK 102.5
980,WPFP,WI,PARK FALLS,1000.0,105.0,,,45.9177,-90.4496,LICEN,WNBI,Price,55099,ADLT CONT,TRAIL MIX 103.1,EX-WNBI //W276DJ 103.1
980,WPRE,WI,PRAIRIE DU CHIEN,1000.0,30.0,,,43.0608,-91.1574,LICEN,,Crawford,55023,OLDIES/ROCK,WW1 PRAIRIES OWN,//W282BU 104.3
980,WCUB,WI,TWO RIVERS,5000.0,5000.0,,,44.0639,-87.697,LICEN,,Manitowoc,55071,C&W,FOX WW1 CLASSIC CNTRY,//W246DY 97.1
980,WHAW,WV,LOST CREEK,2500.0,47.0,,,39.0404,-80.4542,LICEN,,Lewis,54041,C&W/BLUEGRASS,SRN REAL COUNTRY,//W257DY 99.3
990,WEIS,AL,CENTRE,1000.0,30.0,,,34.1501,-85.6852,LICEN,,Cherokee,1019,C&W,ABC SOUTHERN COUNTRY,//W263BW 100.5
990,WLDX,AL,FAYETTE,1000.0,42.0,,,33.6851,-87.8211,LICEN,WWWF,Fayette,1057,CLASSIC ROCK,BIG CAT 97.1,//W246DJ 97.1
990,KTKT,AZ,TUCSON,10000.0,490.0,,,32.2554,-111.0095,LICEN,,Pima,4019,SPANISH AC,LA BUENA 94.3,//K232FD 94.3
990,KATD,CA,PITTSBURG,10000.0,5000.0,,,38.5046,-121.1811,LICEN,"KIXA, KKIS",Sacramento,6067,SPANISH VARIETY,SF'S SPANISH RADIO,EX-KIXA/KKIS //KIQI-1010
990,KTMS,CA,SANTA BARBARA,5000.0,500.0,,,34.4708,-119.6768,LICEN,"KSSM, KKJZ, KQSB",Santa Barbara,6083,SPORTS,FOX SPORTS 990 AM,EX-KSUR/KQSB //K250BS 97.9
990,KRKS,CO,DENVER,6500.0,390.0,4200.0,,39.7992,-104.9705,LICEN,,Arapahoe,8005,RELIGION,SRN THE WORD,CH: 4.2 KW
990,WNTY,CT,SOUTHINGTON,2500.0,80.0,,,41.5832,-72.8832,LICEN,"WNTY, WXCT",Hartford,9003,OLDIES,KOOL RADIO,//WSKP-1180
990,WMYM,FL,KENDALL,7500.0,5000.0,,,25.6268,-80.5209,LICEN,WFBA,Miami-Dade,12086,SPANISH TALK,NUEVA LA PODEROSA,EX-WFBA //W254DT 98.7
990,WTLN,FL,ORLANDO,50000.0,14000.0,,,28.5744,-81.4626,LICEN,"WHOO, WMMA, WHOO, WDYZ",Lake,12069,RELIGION,SRN THE WORD,EX-WDYZ //W268CT 101.5
990,WISK,GA,LAWRENCEVILLE,2500.0,,,,33.9532,-83.9707,LICEN,,Gwinnett,13135,REG. MEX.,ALPHA 103.9,//W280EZ 103.9
990,KIKI,HI,HONOLULU,5700.0,5700.0,,,21.3208,-157.8728,LICEN,"KIKI, KHVH, KIKI, KHBZ",Honolulu,15003,SPORTS,FOX SPORTS 990,EX-KIKI/KHBZ
990,KAYL,IA,STORM LAKE,250.0,6.0,,,42.6347,-95.1697,LICEN,,Buena Vista,19021,SPANISH AC,WW1 JUAN AM 990,//K260BS 99.9
990,WITZ,IN,JASPER,1000.0,6.0,,,38.3506,-86.9406,LICEN,,Dubois,18037,SPANISH AC,JUAN FM,//W256DA 99.1
990,KRSL,KS,RUSSELL,250.0,30.0,,,38.9061,-98.8612,LICEN,,Russell,20167,CL. C&W,AP RUSSELL RADIO,//K251BM 98.1
990,WWKY,KY,WINCHESTER,1000.0,20.0,,,38.014,-84.1544,LICEN,"WLPQ, WKPJ, WMAK, WGWM",Clark,21049,AC/EZL,NBC WW1 MOVED FROM 980,//W275CO 102.9
990,WGSO,LA,NEW ORLEANS,600.0,310.0,,,29.9571,-90.1592,LICEN,"WLTS, WYAT",Orleans,22071,NEWS/TALK,SRN WW1 SPEAKIN EASY,EX-WYAT
990,WDEO,MI,YPSILANTI,9200.0,250.0,,,42.2653,-83.6116,LICEN,"WYFC, WWCM",Washtenaw,26161,RELIGION,EWTN AVE MARIA RADIO,EX-WWCM //WMAX 1440
990,KRMO,MO,CASSVILLE,2500.0,47.0,,,36.9376,-93.9252,LICEN,,Lawrence,29109,C&W/FARM/SPORTS,ABC AG SOURCE RADIO,
990,WABO,MS,WAYNESBORO,1000.0,100.0,,,31.6779,-88.6703,LICEN,,Wayne,28153,CLASSIC ROCK,CLASSIC HITS,//FM 105.5
990,WEEB,NC,SOUTHERN PINES,10000.0,30.0,5000.0,,35.1963,-79.4125,LICEN,"WEEB, WCEL",Moore,37125,TALK,SRN WW1 TALKRADIO,CH: 5000 W //W247CE 97.3
990,WBTE,NC,WINDSOR,1000.0,25.0,,,35.9668,-76.948,LICEN,,Bertie,37015,BLK GSPL,,//W292FY 106.3
990,KSVP,NM,ARTESIA,1000.0,250.0,,,32.8248,-104.4003,LICEN,,Eddy,35015,NEWS/TALK/SPORTS,SRN WW1 ARTESIAS OWN,//K229AS 93.7
990,WDCX,NY,ROCHESTER,5000.0,2500.0,,,43.2317,-77.8664,LICEN,"WEZO, WRMM, WCMF, WDCZ, WLGZ, WRCI",Monroe,36055,RELIGION,SRN LIFE AM,EX-WRMM/WCMF/WDCZ/WLGZ/WRCI
990,WTIG,OH,MASSILLON,250.0,112.0,,,40.8326,-81.5607,LICEN,,Stark,39151,SPORTS,W1S ESPN 990,
990,KTHH,OR,ALBANY,250.0,9.0,,,44.5959,-123.127,LICEN,KRKT,Linn,41043,COMEDY,COMEDY 990,EX-KRKT //K247CR 97.3
990,WNTP,PA,PHILADELPHIA,50000.0,10000.0,,,40.0954,-75.2766,LICEN,WZZD,Burlington,34005,TALK,SRN THE ANSWER,
990,WGGI,PA,SOMERSET,10000.0,100.0,,,40.0254,-79.0947,LICEN,"WVSC, WNTW, WLLI, WNTI",Somerset,42111,C&W,FROGGY 95.5,"EX-WLLI,WNTI"
990,WPRA,PR,MAYAGUEZ,910.0,910.0,,,18.1672,-67.1502,LICEN,,Mayagüez,72097,SPANISH VARIETY,LA PRIMERA,
990,WNML,TN,KNOXVILLE,10000.0,10000.0,,,36.0426,-83.8996,LICEN,"WNOX, WTNZ, WIVK, WNOX",Knox,47093,SPORTS,W1S SPORTS ANIMAL,EX-WIVK //FM 99.1
990,KWAM,TN,MEMPHIS,10000.0,450.0,,,35.1345,-90.094,LICEN,,Shelby,47157,TALK,FOX SRN BNN MIGHTY 990,//W300DE 107.9
990,KZZB,TX,BEAUMONT,1000.0,1000.0,,,30.1494,-94.1332,LICEN,"KYND, KGIC",Jefferson,48245,BLK GSPL,ABC GOSPEL 990,//K298CB 107.5
990,KFCD,TX,FARMERSVILLE,7000.0,920.0,,,33.1171,-96.28,LICEN,"KGTM, KKCR, KNIN, KWFT, KTUB, KXXL, KCAF, KMSR",Hunt,48231,SPANISH RELIGION,VOZ EVANGELICA,//K260CX 99.9
990,KAML,TX,KENEDY-KARNES CITY,250.0,70.0,,,28.8508,-97.8803,LICEN,,Karnes,48255,GOSPEL,NUMBER 1 FOR GOSPEL MX,//K237GJ 95.3
990,WNRV,VA,NARROWS-PEARISBURG,5000.0,10.0,,,37.3443,-80.7765,LICEN,"WNRV, WPSK",Giles,51071,BLUEGRASS,THE RIDGE,EX-WNRV/WPSK //W247DC 97.3
990,WREJ,VA,RICHMOND,1000.0,13.0,,,37.5279,-77.3797,LICEN,"WANT, WTMZ, WTMM, WVNZ, WLEE",Henrico,51087,RELIGION,RELEVANT RADIO,EX-WVNZ/WLEE //W267CB 101.3
1000,WKLF,AL,CLANTON,1000.0,,,,32.8321,-86.6933,LICEN,,Chilton,1021,S. GSPL/OLDIES,WKLF 95.5 / WBIB 95.1,"//W238CS 95.5, WBIB-1110"
1000,WDJL,AL,HUNTSVILLE,1100.0,,,,34.7798,-86.6544,LICEN,"WVOV, WTAK",Madison,1089,BLK GSPL,ABC GOSPEL EXPLOSIONS,EX-WTAK //W234AD 94.7
1000,WJNZ,AL,ROBERTSDALE,1000.0,,,,30.5371,-87.705,LICEN,"WXWY, WDXZ, WNSI, WBZR, WDXZ",Baldwin,1003,TALK/SPORTS,W1S TALKRADIO 1000,EX-WXWY/WNSI/WBZR/WDXZ
1000,KFLG,AZ,BULLHEAD CITY,1000.0,,,,35.1694,-114.6347,LICEN,KRHS,Clark,32003,ADLT STNDS,WW1 K-STAR 99.3,EX-KRHS //K257FM 99.3
1000,KCEO,CA,VISTA,10000.0,900.0,,,33.2328,-117.2706,LICEN,"KKOS, KVSD",San Diego,6073,RELIGION,RELEVANT RADIO,EX-KVSD //K257FV 99.3
1000,WYBT,FL,BLOUNTSTOWN,5000.0,,,,30.4544,-85.0421,LICEN,WKMK,Calhoun,12013,OLDIES,,//W251BM 98.1
1000,WJBW,FL,JUPITER,650.0,17.0,,,26.9392,-80.1164,LICEN,"WMLZ, WJBW, WDBE, WDBF",Palm Beach,12099,ETHNIC,,EX-WDBE/WDBF //W229DG 93.7
1000,WMVP,IL,CHICAGO,50000.0,37000.0,,,41.5414,-88.0342,LICEN,"WCFL, WLUP",Cook,17031,SPORTS,ESPN RADIO 1000,EX-WCFL/WLUP
1000,WCMX,MA,LEOMINSTER,1000.0,,,,42.5237,-71.7348,LICEN,WLMS,Worcester,25027,SPANISH RELIGION,ABC RENUEVA,
1000,WXTN,MS,BENTON,5000.0,,,,33.111,-90.0393,LICSL,,Holmes,28051,SILENT,THE MIX 1000,
1000,WRTG,NC,GARNER,1000.0,,,,35.7307,-78.6031,LICEN,"WKBQ, WHEV",Wake,37183,REG. MEX.,PURO POWER LATINO,"//WLLQ 1530, WLLN 1370, ETC"
1000,KKIM,NM,ALBUQUERQUE,10000.0,53.0,,,35.0512,-106.6434,LICEN,,Bernalillo,35001,RELIGION,CHRISTIAN TALK,
1000,WLNL,NY,HORSEHEADS,5000.0,,2500.0,,42.154,-76.8461,LICEN,WIQT,Chemung,36015,TALK,SRN THE BELL 1000 AM,CH: 2500 W
1000,WABQ,OH,PARMA,500.0,,,,41.3198,-81.7685,LICEN,"WSUM, WCCD, WHK, WCCD",Cuyahoga,39035,BLK GSPL,RADIO 1000 PRAISIEST,EX-WCCD/WHK //W278DQ 105.3
1000,WABQ,OH,PARMA,200.0,,,,41.3584,-81.6674,LICEN,"WSUM, WCCD, WHK, WCCD",Cuyahoga,39035,BLK GSPL,RADIO 1000 PRAISIEST,EX-WCCD/WHK //W278DQ 105.3
1000,KTOK,OK,OKLAHOMA CITY,5800.0,5800.0,,,35.3581,-97.4636,LICEN,,Canadian,40017,NEWS/TALK,FOX WW1 NEWSRADIO 1000,
1000,WIOO,PA,CARLISLE,15000.0,,2700.0,,40.1584,-77.1966,LICEN,,Cumberland,42041,CL. C&W,ABC COUNTRY GOLD FM,CH: 2700 W
1000,KSOO,SD,SIOUX FALLS,10000.0,100.0,,,43.4869,-96.597,LICEN,KXRB,Minnehaha,46099,SPORTS,ESPN,EX-KXRB //K272FZ 102.3
1000,WHNY,TN,PARIS,5000.0,,2500.0,,36.3139,-88.2926,LICEN,"WMUF, WRQR",Henry,47079,C&W,BIG HENRY 104.7,CH:2.5KW //FM 104.7
1000,KSTA,TX,COLEMAN,250.0,,,,31.8546,-99.427,LICSL,,Coleman,48083,SILENT,WW1 COUNTRY 100,DELETED
1000,KBIB,TX,MARION,250.0,,,,29.5694,-98.1633,LICEN,KKJB,Guadalupe,48187,SPANISH RELIGION,LA ESTACION DE BIBLIA,
1000,WGVY,VA,ALTAVISTA,1000.0,,,,37.1224,-79.2886,LICEN,WKDE,Campbell,51031,OLDIES,ABC 102.3 THE GROOVE,EX-WKDE //W272EO 102.3
1000,WVWI,VI,CHARLOTTE AMALIE,5000.0,1000.0,,,18.3364,-64.9447,LICEN,"WVWI, WWKS",St. Thomas,78030,NEWS/TALK,RADIO ONE,
1000,KNWN,WA,SEATTLE,50000.0,50000.0,,,47.4634,-122.4421,LICEN,KOMO,Kitsap,53035,NEWS/TALK,ABC NW NEWS R. EX-KOMO,"//FM 97.7, 99.7, 102.1"
1010,KXXT,AZ,TOLLESON,23000.0,300.0,9800.0,,33.5078,-112.2177,LICEN,"KXEG, KXEM",Maricopa,4013,RELIGION/SPANISH,FAMILY VALUES RADIO,CH: 9800 EX-KXEG/KXEM
1010,KCHJ,CA,DELANO,5000.0,1000.0,,,35.8111,-119.3226,LICEN,,Tulare,6107,SPANISH RANCHERA,EL GALLITO,//K229CD 93.7
1010,KIQI,CA,SAN FRANCISCO,10000.0,10000.0,,,37.826,-122.3114,LICEN,,Alameda,6001,SPANISH VARIETY,SF'S SPANISH RADIO,//KATD-990
1010,KSIR,CO,BRUSH,25000.0,280.0,,,40.3139,-103.5922,LICEN,"KCMP, KKGZ",Morgan,8087,NEWS/TALK/SPORTS,ABC ESPN FARM RADIO,"//K226DA 93.1, K228FZ 93.5"
1010,WJXL,FL,JACKSONVILLE BEACH,50000.0,30000.0,,,30.2994,-82.0071,LICEN,"WBIX, WXTL, WIOJ",Duval,12031,SPORTS,W1S VSIN JAX SPORTS R.,EX-WXTL/WIOJ //WJXL 92.5
1010,WJBR,FL,SEFFNER,50000.0,5000.0,,,27.9906,-82.2515,LICEN,"WINQ, WCBF, WQYK, WBZZ, WQYK, WHFS, WJBR, WHFS",Hillsborough,12057,TALK/SPORTS,FSR ALUMNI RADIO,EX-WBZZ/WHFS //W221DW 92.1
1010,WXKG,GA,ATLANTA,50000.0,78.0,45000.0,,33.6987,-84.2896,LICEN,"WGUN, WTZA, WKXG",DeKalb,13089,TALK/BROKERED,ABC 105.5 THE KING,CH: 45000 W //W286DN 105.1
1010,KRNI,IA,MASON CITY,760.0,16.0,,,43.1419,-93.1113,LICEN,"KSMN, KLSS",Cerro Gordo,19033,NEWS/TALK,NPR IOWA PUBLIC RADIO,EX-KLSS //KUNI 90.9
1010,WCSI,IN,COLUMBUS,330.0,18.0,,,39.1867,-85.95,LICEN,,Bartholomew,18005,NEWS/TALK,FOX NEWSTALK 1010&98.1,//W251CK 98.1
1010,KIND,KS,INDEPENDENCE,250.0,32.0,,,37.2617,-95.7666,LICEN,,Montgomery,20125,SPORTS,FSR THE FAN,//K270CQ 101.9
1010,WCKW,LA,GARYVILLE,500.0,42.0,,,30.0766,-90.6215,LICEN,"WKQT, WCKW, WLTS",St. John the Baptist,22095,RELIGION,EWTN CATHOLIC RADIO,EX-WCKW/WLTS //W230CL 93.9
1010,WOLB,MD,BALTIMORE,250.0,30.0,,,39.3018,-76.5689,LICEN,"WYST, WERQ",Baltimore,24510,URBAN OLDIES,ABC NEW 1010 OLB SOUL,EX-WYST/WERQ
1010,WMIN,MN,SAUK RAPIDS,2500.0,230.0,,,45.605,-94.1394,LICEN,WPPI,Benton,27009,ADLT STNDS,FOX UPTOWN 1010,EX-WPPI //W266DT 101.1
1010,KCHI,MO,CHILLICOTHE,250.0,37.0,,,39.7642,-93.5561,LICEN,,Livingston,29117,CLASSIC ROCK,ABC YESTERDAYS MUSIC,//FM 102.5
1010,KDHX,MO,ST. LOUIS,160.0,14.0,,,38.6359,-90.1959,LICSL,"KXEN, WGNU",St. Clair,17163,SILENT,SRN REAL TALK 100.7,"//K264CY 100.7, KRTK 93.3"
1010,WMOX,MS,MERIDIAN,10000.0,1000.0,,,32.3951,-88.6578,LICEN,,Lauderdale,28075,NEWS/TALK/SPORTS,SRN FSR NEWSTALK 1010,
1010,WSPC,NC,ALBEMARLE,1000.0,64.0,,,35.3871,-80.192,LICEN,"WWWX, WXLX",Stanly,37167,NEWS/TALK,FOX SRN WW1,EX-WWWX/WXLX //W297CE 107.3
1010,WKJW,NC,BLACK MOUNTAIN,47000.0,90.0,,,35.5915,-82.4146,LICEN,"WFGW, WLYT",Buncombe,37021,S. GSPL,SRN PURE GOSPEL,CH: 19 KW //W297CI 107.3
1010,WWMC,NC,KINSTON,1000.0,78.0,,,35.2843,-77.6644,LICEN,WELS,Lenoir,37107,SPANISH CONT HITS,LA LEY 101.1,EX-WELS //W225CD 92.9
1010,WCNL,NH,NEWPORT,10000.0,37.0,,,43.3645,-72.1793,LICEN,"WCNL, WXXK, WNTK",Sullivan,33019,CL. C&W,COUNTRY AM 1010,CH: 10KW //W234BN 94.7
1010,WINS,NY,NEW YORK,50000.0,50000.0,,,40.804,-74.1062,LICEN,,Bergen,34003,NEWS,ABC 10-10 WINS,//WNYL 92.3
1010,WIOI,OH,NEW BOSTON,1000.0,22.0,,,38.7301,-82.9527,LICEN,,Greenup,21089,OLDIES,TRUE OLDIES,//W294CN 106.7
1010,KOOR,OR,MILWAUKIE,4500.0,,1100.0,,45.484,-122.4123,LICEN,"KRKX, KZRC, KGUY, KZNY, KSZN, KMUZ",Multnomah,41051,SPANISH URBAN AC,URBANA 1010,CH: 1.1 KW //KXXP 104.5
1010,WHIN,TN,GALLATIN,5000.0,47.0,,,36.4334,-86.4667,LICEN,,Sumner,47165,ADLT CONT,ABC SUMNER COUNTYS #1,//W264CR 100.7
1010,WORM,TN,SAVANNAH,250.0,27.0,,,35.2401,-88.2414,LICEN,,Hardin,47071,C&W,ABC 101 THE WORM,//FM 101.7
1010,KDJW,TX,AMARILLO,5000.0,500.0,,,35.1842,-101.6916,LICEN,"KDJW, KTNZ",Potter,48375,RELIGION,EWTN KDJW RADIO,"//KHFN 105.5, K233CB 94.5"
1010,KLAT,TX,HOUSTON,5000.0,3000.0,,,29.8966,-95.2905,LICEN,KODA,Harris,48201,SPANISH AC,,
1010,KBBW,TX,WACO,,2500.0,,,31.5021,-96.9653,LICEN,KKIK,McLennan,48309,RELIGION,SRN GOOD NEWS STATION,"//K290CV 105.9,K267CA 101.3"
1010,KBBW,TX,WACO,10000.0,,,,31.5685,-97.0006,LICEN,KKIK,McLennan,48309,RELIGION,SRN GOOD NEWS STATION,"//K290CV 105.9,K267CA 101.3"
1010,KIHU,UT,TOOELE,50000.0,194.0,42000.0,,40.7208,-112.0422,LICEN,"KDYL, KTLE, KTUR, KIQN, KCPW, KPCW",Salt Lake,49035,RELIGION,RELEVANT RADIO,EX-KTUR/KCPW/KPCW CH: 42KW
1010,WUKZ,VA,MARION,1000.0,,,,36.8562,-81.5048,LICEN,WMEV,Smyth,51173,CLASSIC ROCK,KZ-105.1 FM,//W286DG 105.1
1010,WPCN,WI,STEVENS POINT,1000.0,10.0,,,44.538,-89.5954,LICEN,"WXYQ, WSPO, WSPT",Portage,55097,OLDIES,ABC TRUE OLDIES 92.1,EX-WSPO/WSPT //W221CN 92.1
1010,WCST,WV,BERKELEY SPRINGS,270.0,17.0,,,39.6167,-78.2172,LICEN,,Morgan,54065,NEWS/TALK/SPORTS,FOX PANHANDLE NEWS NET,//WEPM-1340
1020,KVNT,AK,EAGLE RIVER,10000.0,10000.0,,,61.4847,-149.7661,LICSL,"KCFA, KFFR, KAXX, KABA, KOAN",Matanuska-Susitna,2170,NEWS/TALK,SRN VALLEY NEWSTALK,EX-KABA/KOAN //K223BJ 92.5
1020,KTNQ,CA,LOS ANGELES,50000.0,50000.0,,,34.0333,-117.9842,LICEN,,Los Angeles,6037,SPANISH NEWS/TALK,TU VOZ EN LOS ANGELES,
1020,WHDD,CT,SHARON,2500.0,,1800.0,,41.9765,-73.5237,LICEN,WKZE,Dutchess,36027,NEWS/TALK,NPR ROBIN HOOD RADIO,"CH: 1800 W //FM 91.9, 88.1"
1020,WLVJ,FL,BOYNTON BEACH,4700.0,1500.0,,,26.4743,-80.2028,LICEN,"WAOP, WRBF, WRHB, WURN",Palm Beach,12099,ETHNIC HAITIAN,RADIO LEVANJIL,"//W248CK 97.5, W280DU 103.9"
1020,WCIL,IL,CARBONDALE,1000.0,,,,37.7253,-89.257,LICEN,,Jackson,17077,NEWS/TALK,WW1 NEWSRADIO WJPF,"//WJPF-1340, W300DY 107.9"
1020,WPEO,IL,PEORIA,1000.0,,,,40.6981,-89.5254,LICEN,,Tazewell,17179,RELIGION,SRN THE WORD,"//W249CZ 97.7, W280FA 103.9"
1020,KJJK,MN,FERGUS FALLS,1900.0,11.0,,,46.2453,-95.9797,LICEN,,Otter Tail,27111,CONTEMP HITS,HIT MUSIC CHANNEL 977,EX-1090 //K249EZ 97.7
1020,KMMQ,NE,PLATTSMOUTH,50000.0,1400.0,,,41.0858,-95.7128,LICEN,"KOTD, KKSC, KOIL",Mills,19129,REG. MEX.,LA NUEVA,EX-KKSC/KOIL //K258DC 99.5
1020,WWAC,NJ,OCEAN CITY-SOMERS POINT,1900.0,,680.0,,39.2293,-74.6813,LICEN,WIBG,Cape May,34009,C&W,HOT COUNTRY 101,CH: 680 W //W267BP 101.3
1020,KCKN,NM,ROSWELL,50000.0,50000.0,,,33.4648,-104.5,LICEN,"KBCQ, KCKN, KXEM, KINF",Chaves,35005,SPANISH RELIGION,RADIO VISION CRISTIANA,EX-KCKM/KXEM/KINF
1020,KOKP,OK,PERRY,400.0,250.0,,,36.2598,-97.2172,LICEN,"KRAD, KASR, KVCS",Noble,40103,SPORTS,FSR TRIPLE PLAY SPORTS,EX-KASR/KVCS //KOKB-1580
1020,KDKA,PA,PITTSBURGH,50000.0,50000.0,,,40.5592,-79.9528,LICEN,,Allegheny,42003,NEWS/TALK,ABC NEWSRADIO 1020,//W261AX 100.1
1020,WOQI,PR,ADJUNTAS,1000.0,280.0,,,18.1492,-66.713,LICEN,WPJC,Adjuntas,72001,SPANISH TROPICAL,RADIO CASA PUEBLO,EX-WPJC
1020,WRIX,SC,HOMELAND PARK,10000.0,,,,34.4707,-82.634,LICEN,,Anderson,45007,TALK,LIFE TALK,CH: 3000 W //W284CZ 104.7
1020,KWIQ,WA,MOSES LAKE NORTH,2000.0,400.0,,,47.1632,-119.362,LICEN,,Grant,53025,SPORTS,ESPN RADIO 900/1020,//KKRT-900
1020,KDYK,WA,UNION GAP,4000.0,400.0,,,46.5704,-120.4553,LICEN,KYXE,Yakima,53077,SPANISH ROMANTICA,LA PANTERA,EX-KYXE //K229AD 93.7
1030,WJNZ,AL,ROBERTSDALE,16000.0,22.0,,,30.5974,-87.8829,LICEN,"WXWY, WDXZ, WNSI, WBZR, WDXZ",Baldwin,1003,,,
1030,KFAY,AR,FARMINGTON,6000.0,1000.0,,,36.1095,-94.1838,LICEN,KHOG,Washington,5143,NEWS/TALK,FOX WW1 NEWSTALK 1030,
1030,KVOI,AZ,CORTARO,10000.0,1000.0,,,32.3476,-111.0726,LICEN,"KEVT, KCEE",Pima,4019,TALK,SRN WW1 THE VOICE,
1030,KJDJ,CA,SAN LUIS OBISPO,2500.0,700.0,,,35.2994,-120.6743,LICEN,KXZI,San Luis Obispo,6079,SPANISH RELIGION,RADIO VIDA ABUNDANTE,
1030,WONQ,FL,OVIEDO,45000.0,1700.0,,,28.6753,-81.1664,LICEN,WCAG,Seminole,12117,SPANISH AC,PARTY FM,EX-WCAG //W230AL 93.9
1030,WEBS,GA,CALHOUN,5000.0,3.0,,,34.4904,-84.9177,LICEN,"WEBS, WKEP",Gordon,13129,C&W,AP WW1 THE FOX 103.5,//W278CD 103.5
1030,WNVR,IL,VERNON HILLS,10000.0,120.0,3200.0,,42.2528,-88.3959,LICEN,WLMV,McHenry,17111,ETHNIC POLISH,POLSKIE RADIO CHICAGO,CH: 3.2 KW
1030,KBUF,KS,HOLCOMB,2500.0,1200.0,,,38.0003,-100.8988,LICEN,,Finney,20055,TALK/FARM,ABC THE AG LEADER,//K296HO 107.1
1030,WBZ,MA,BOSTON,50000.0,50000.0,,,42.279,-70.8756,LICEN,,Norfolk,25021,NEWS/TALK,NEWSRADIO 1030,
1030,WKEG,MI,STERLING HEIGHTS,5000.0,,,,42.6048,-82.911,LICEN,"WVLF, WDRQ, WUFL",Macomb,26099,RELIGION,RELEVANT RADIO DETROIT,EX-WUFL //W232CA 94.3
1030,WCTS,MN,MAPLEWOOD,50000.0,4000.0,,,44.8669,-92.9008,LICEN,WMIN,Washington,27163,RELIGION,SRN THE BIBLE STATION,EX-WMIN //K250BY 97.9
1030,KCWJ,MO,BLUE SPRINGS,5000.0,500.0,,,39.0456,-94.2352,LICEN,"KBEQ, KBZR, KBEQ, KOWW",Jackson,29095,SPANISH RELIGION,RADIO VIDA,EX-KBEQ/KOWW //K224FF 92.7
1030,WDRU,NC,CREEDMOOR,50000.0,,,,36.1787,-78.7581,LICEN,"WBZN, WFTK",Granville,37077,RELIGION,SRN THE TRUTH,EX-WFTK //WTRU-830
1030,WNOW,NC,MINT HILL,9400.0,,,,35.1407,-80.6001,LICEN,WCQR,Union,37179,REG. MEX.,LA ZETA 97.3 & 99.1,//WXNC-1060
1030,KDUN,OR,REEDSPORT,50000.0,630.0,,,43.7379,-124.0762,LICEN,KLLU,Douglas,41019,SILENT,FOX DUNE RADIO,DELETED EX-KDUN/KLLU
1030,WGSF,TN,MEMPHIS,50000.0,,10000.0,,35.1833,-89.9378,LICEN,"WXSS, WSFZ, WWGQ, WWGQ",Shelby,47157,REG. MEX.,R. AMBIENTE CALIENTE,CH: 10KW //W268DP 101.5
