callsign,frequency,site,state,county_state,latitude,longitude,county,county_label,county_geoid
WNG570,162.500,Hart County,KY,KY,37.17643,-85.923565,Hart,Hart County,21099
WNG571,162.450,Glendo Reservoir,WY,WY,42.346111,-105.035278,Platte,Platte County,56031
WNG572,162.475,Goodhart,MI,MI,45.5694,-85.0406,Emmet,Emmet County,26047
WNG573,162.500,Shoshoni,WY,WY,43.437222,-107.997222,Fremont,Fremont County,56013
WNG574,162.425,Essex,MA,MA,42.62563,-70.64654,Essex,Essex County,25009
WNG575,162.525,Peterborough,MA,NH,42.861111,-71.879167,Hillsborough,Hillsborough County,33011
WNG576,162.450,Newberry,MI,MI,46.319167,-85.537222,Luce,Luce County,26095
WNG577,162.550,Rusk County,WI,WI,45.555833,-90.965028,Rusk,Rusk County,55107
WNG578,162.525,Superior,KS,NE,40.1256,-98.0678,Nuckolls,Nuckolls County,31129
WNG579,162.450,Walsenburg,CO,CO,37.641389,-104.773056,Huerfano,Huerfano County,08055
WNG581,162.400,Steele,ND,ND,46.665278,-99.758333,Kidder,Kidder County,38043
WNG582,162.450,Sanilac County,MI,MI,43.4106,-82.8064,Sanilac,Sanilac County,26151
WNG583,162.525,Lake Bronson,MN,MN,48.717267,-96.605401,Kittson,Kittson County,27069
WNG584,162.525,Catalina Island,CA,CA,33.343278,-118.321667,Los Angeles,Los Angeles County,06037
WNG586,162.500,Henderson,NC,NC,36.310278,-78.501111,Vance,Vance County,37181
WNG588,162.500,Ashe County,NC,NC,36.4032,-81.4638,Ashe,Ashe County,37009
WNG589,162.425,Frankstown,PA,PA,40.568181,-78.440874,Blair,Blair County,42013
WNG591,162.500,Coudersport,PA,PA,41.75969,-77.876011,Potter,Potter County,42105
WNG592,162.525,San Simeon,CA,CA,35.685111,-121.167222,San Luis Obispo,San Luis Obispo County,06079
WNG594,162.425,Sevier Valley,UT,UT,39.321944,-111.770833,Sanpete,Sanpete County,49039
WNG595,162.525,Bridgeport,CA,CA,38.088333,-119.176944,Mono,Mono County,06051
WNG596,162.425,Port Orford,OR,OR,42.73933,-124.51033,Curry,Curry County,41015
WNG597,162.400,Richmond County,NC,NC,35.12013,-79.71078,Richmond,Richmond County,37153
WNG600,162.525,D'Hanis,TX,TX,29.320833,-99.331944,Medina,Medina County,48325
WNG601,162.425,Rio Grande City,TX,TX,26.405,-98.776111,Starr,Starr County,48427
WNG604,162.525,Longview,OR,WA,45.9933,-122.5964,Cowlitz,Cowlitz County,53015
WNG605,162.475,Alibon,ID,ID,42.361389,-113.455556,Cassia,Cassia County,16031
WNG606,162.425,Oneonta,AL,AL,33.985861,-86.459972,Blount,Blount County,01009
WNG607,162.425,Greenville,AL,AL,31.877222,-86.728333,Butler,Butler County,01013
WNG608,162.500,Cassville,MO,MO,36.671861,-93.896639,Barry,Barry County,29009
WNG609,162.525,Kingsville,TX,TX,27.292222,-97.8075,Kleberg,Kleberg County,48273
WNG610,162.450,Waubun,MN,MN,47.180256,-95.778167,Mahnomen,Mahnomen County,27087
WNG627,162.450,Aiken,GA,SC,33.5717,-81.6969,Aiken,Aiken County,45003
WNG628,162.500,Georgetown,SC,SC,33.444949,-79.300595,Georgetown,Georgetown County,45043
WNG629,162.450,Hollow Rock,TN,TN,35.748917,-85.46725,Van Buren,Van Buren County,47175
WNG630,162.425,Lake County,MN,MN,47.456389,-91.231667,Lake,Lake County,27075
WNG631,162.525,Pleasant Shade,KY,TN,36.432222,-85.883611,Macon,Macon County,47111
WNG632,162.525,Oktaha,OK,OK,35.603556,-95.499306,Muskogee,Muskogee County,40101
WNG633,162.425,Sneads (AG),AL,FL,30.639167,-84.979722,Jackson,Jackson County,12063
WNG634,162.400,Mt Potosi,CA,NV,35.965,-115.500833,Clark,Clark County,32003
WNG635,162.450,Selma,AL,AL,32.5256,-86.9828,Dallas,Dallas County,01047
WNG636,162.500,Cisco,TX,TX,32.3514,-99.018333,Eastland,Eastland County,48133
WNG637,162.425,Mount Soledad (La Jolla),CA,CA,32.840056,-117.253028,San Diego,San Diego County,06073
WNG638,162.475,Red Rock,MT,MT,44.9444,-112.734722,Beaverhead,Beaverhead County,30001
WNG639,162.475,Agnos - Ash Flat,AR,AR,36.259472,-91.693417,Fulton,Fulton County,05049
WNG640,162.425,Green County,AL,MS,31.176667,-88.597222,Greene,Greene County,28041
WNG641,162.475,Kingsbury,TX,TX,29.65475,-97.82425,Guadalupe,Guadalupe County,48187
WNG642,162.525,Marshall County,AL,AL,34.3444,-86.4389,Marshall,Marshall County,01095
WNG643,162.525,Phillips County,AR,AR,34.6225,-90.979056,Phillips,Phillips County,05107
WNG644,162.425,Washington County,KS,OK,36.756111,-95.8475,Washington,Washington County,40147
WNG645,162.500,Albion,NE,NE,41.622528,-98.119472,Boone,Boone County,31011
WNG646,162.475,Brewton,AL,AL,31.264722,-87.125833,Conecuh,Conecuh County,01035
WNG647,162.450,Lenawee County,MI,MI,41.903056,-83.986944,Lenawee,Lenawee County,26091
WNG648,162.500,Fort  Leonard Wood,MO,MO,37.9522,-92.03,Pulaski,Pulaski County,29169
WNG649,162.525,Milano,TX,TX,30.72573,-96.808611,Milam,Milam County,48331
WNG650,162.525,Timpson,TX,TX,31.726389,-94.257778,Shelby,Shelby County,48419
WNG651,162.525,Palo Pinto,TX,TX,32.855,-98.087222,Palo Pinto,Palo Pinto County,48363
WNG652,162.550,El Paso Spanish,NM,TX,31.765556,-106.4775,El Paso,El Paso County,48141
WNG653,162.525,Mt. Pleasant,TX,TX,33.196944,-94.474722,Cass,Cass County,48067
WNG654,162.500,Stillwater,OK,OK,36.118083,-97.002,Payne,Payne County,40119
WNG655,162.425,Mt. Diablo,CA,CA,37.8814,-121.915556,Contra Costa,Contra Costa County,06013
WNG656,162.525,Fort Ransom,ND,ND,46.523687,-97.956331,Ransom,Ransom County,38073
WNG657,162.500,Summerfield,NM,TX,34.738611,-102.511667,Castro,Castro County,48069
WNG658,162.525,Bowman County,ND,ND,46.1825,-103.048889,Bowman,Bowman County,38011
WNG659,162.425,Ridgecrest,CA,CA,35.4775,-117.700278,Kern,Kern County,06029
WNG660,162.500,Campbell County,WY,WY,44.243056,-105.538611,Campbell,Campbell County,56005
WNG661,162.475,Newcastle,SD,WY,43.8325,-104.218889,Weston,Weston County,56045
WNG662,162.550,Johnson County,WY,WY,43.719909,-106.651011,Johnson,Johnson County,56019
WNG663,162.425,Homestead,FL,FL,25.537583,-80.403639,Miami-Dade,Miami-Dade County,12086
WNG664,162.400,Baca County,CO,CO,37.41,-102.626944,Baca,Baca County,08009
WNG666,162.525,Hampton,IA,IA,42.505,-93.263167,Hardin,Hardin County,19083
WNG667,162.450,Yellowstone AGR,MT,WY,44.3811,-110.5453,Teton,Teton County,56039
WNG668,162.550,Denison,IA,IA,42.0458,-95.319889,Crawford,Crawford County,19047
WNG669,162.500,Horn Mountain,UT,UT,39.21,-111.1425,Emery,Emery County,49015
WNG670,162.400,Mosby,MT,MT,46.990833,-108.333889,Petroleum,Petroleum County,30069
WNG671,162.500,Rutland,NY,VT,43.658889,-73.106944,Rutland,Rutland County,50021
WNG672,162.425,Baldwin,MI,MI,43.980556,-85.843333,Lake,Lake County,26085
WNG673,162.525,Long Prairie,MN,MN,45.9964,-94.89825,Todd,Todd County,27153
WNG674,162.500,Herman Peak,OR,OR,44.124278,-124.013056,Lane,Lane County,41039
WNG675,162.550,Bethel,AK,AK,60.785455,-161.839479,Bethel,Bethel Census Area,02050
WNG676,162.500,Enfield,MN,MN,45.348472,-93.908778,Wright,Wright County,27171
WNG678,162.425,Pine County,MN,MN,45.8411,-92.9825,Pine,Pine County,27115
WNG679,162.500,Pinedale,WY,WY,42.844444,-109.924167,Sublette,Sublette County,56035
WNG680,162.500,Fergus Falls,MN,MN,46.259111,-95.980944,Otter Tail,Otter Tail County,27111
WNG681,162.500,Dillingham,AK,AK,59.0422,-158.455,Dillingham,Dillingham Census Area,02070
WNG682,162.525,Livingston,MT,MT,45.6739,-110.5675,Park,Park County,30067
WNG683,162.550,Gogebic County,MI,MI,46.3775,-89.7075,Gogebic,Gogebic County,26053
WNG684,162.525,Steuben,MI,MI,46.109722,-86.236667,Schoolcraft,Schoolcraft County,26153
WNG685,162.425,Carver County,MN,MN,44.788889,-93.906889,Carver,Carver County,27019
WNG686,162.425,Yellowstone Nat'l. Park North,MT,WY,44.9864,-110.7156,Park,Park County,56029
WNG687,162.450,Monticello,CO,UT,37.839722,-109.460556,San Juan,San Juan County,49037
WNG688,162.475,Ringsted,IA,IA,43.3417,-94.460583,Emmet,Emmet County,19063
WNG689,162.450,Porter County,IN,IN,41.3536,-87.1853,Porter,Porter County,18127
WNG692,162.550,Carrizo Springs,TX,TX,28.5331,-99.881389,Dimmit,Dimmit County,48127
WNG694,162.400,Washington County,AR,AR,36.179444,-94.086111,Washington,Washington County,05143
WNG695,162.450,Pecos,TX,TX,31.200611,-103.353444,Reeves,Reeves County,48389
WNG696,162.450,George West (AG),TX,TX,28.335,-98.171389,Live Oak,Live Oak County,48297
WNG697,162.525,Tillamook Hospital,OR,OR,45.207889,-123.760111,Yamhill,Yamhill County,41071
WNG698,162.500,Lorain County,OH,OH,41.271472,-82.022611,Lorain,Lorain County,39093
WNG700,162.500,Jackpot,NV,NV,41.783611,-114.840278,Elko,Elko County,32007
WNG701,162.525,Bad Axe (Port Austin),MI,MI,43.794167,-83.001944,Huron,Huron County,26063
WNG702,162.425,Murry County,MN,MN,43.877583,-95.6069,Murray,Murray County,27101
WNG703,162.500,Crawford Hill,AZ,AZ,31.338194,-110.953111,Santa Cruz,Santa Cruz County,04023
WNG704,162.425,Chester County,DE,PA,40.0239,-75.8128,Chester,Chester County,42029
WNG705,162.450,Wayne CO,NY,PA,41.572222,-75.191111,Wayne,Wayne County,42127
WNG706,162.450,Garner,NC,NC,35.6747,-78.5275,Wake,Wake County,37183
WNG707,162.400,Hoffman,MN,MN,45.831778,-95.721111,Douglas,Douglas County,27041
WNG710,162.400,Pago Pago,AS,AS,-14.330556,-170.714167,Western,Western District,60050
WNG711,162.400,Renville County,MN,MN,44.776111,-94.981944,Renville,Renville County,27129
WNG712,162.525,Riverside County,CA,CA,33.654889,-115.990222,Riverside,Riverside County,06065
WNG713,162.450,Roberts County Area,OK,TX,35.626389,-100.550278,Roberts,Roberts County,48393
WNG714,162.550,Sand Point,AK,AK,55.349444,-160.4731,Aleutians East,Aleutians East Borough,02013
WNG716,162.500,Marmot Island,AK,AK,58.235833,-151.820833,Kodiak Island,Kodiak Island Borough,02150
WNG718,162.450,Sitkinak Dome,AK,AK,56.559444,-154.182222,Kodiak Island,Kodiak Island Borough,02150
WNG719,162.525,Forsyth,MT,MT,46.3308,-106.7108,Rosebud,Rosebud County,30087
WNG720,162.525,Laughlin Range,CA,CA,39.326667,-123.270833,Mendocino,Mendocino County,06045
WNG722,162.425,Throckmorton,TX,TX,33.158611,-99.175,Throckmorton,Throckmorton County,48447
WNG723,162.450,Dubois,WY,WY,43.499722,-109.6881,Fremont,Fremont County,56013
WNG724,162.450,Yellowtail / Crow Reservation,MT,MT,45.745,-107.533889,Big Horn,Big Horn County,30003
WNG725,162.525,El Dorado,AR,AR,33.128333,-92.469278,Union,Union County,05139
WNG727,162.475,Irvine,KY,KY,37.7275,-83.944444,Estill,Estill County,21065
WNG728,162.425,Hawk Point,MO,MO,38.979444,-91.131111,Lincoln,Lincoln County,29113
WNG730,162.500,Wapello County,IA,IA,41.024139,-92.482306,Wapello,Wapello County,19179
WNG731,162.450,Owyhee,NV,NV,41.950833,-116.098333,Elko,Elko County,32007
WNG732,162.450,Cross Mountain/Briceville,TN,TN,36.1981,-84.2308,Campbell,Campbell County,47013
WNG734,162.400,Washington County,OH,OH,39.435194,-81.453528,Washington,Washington County,39167
WNG735,162.425,Tuscarawas County,OH,OH,40.435333,-81.507306,Tuscarawas,Tuscarawas County,39157
WNG736,162.450,Silver Spring,DC,MD,38.993013,-77.030766,Montgomery,Montgomery County,24031
WNG737,162.400,Dillon,CO,CO,39.616803,-106.110006,Summit,Summit County,08117
WSM60,162.475,Blinn Hill,ME,ME,44.122778,-69.680556,Lincoln,Lincoln County,23015
WWF34,162.475,Plainwell,MI,MI,42.421944,-85.528889,Barry,Barry County,26015
WWF35,162.525,Bridgeport,OH,OH,40.061333,-80.757944,Belmont,Belmont County,39013
WWF36,162.475,Hesperia,MI,MI,43.549722,-86.042778,Oceana,Oceana County,26127
WWF37,162.475,Carlsbad,NM,NM,32.437806,-104.277278,Eddy,Eddy County,35015
WWF38,162.400,Lecanto,FL,FL,28.8436,-82.484611,Citrus,Citrus County,12017
WWF39,162.450,Hawaii Kai,HI,HI,21.320528,-157.682008,Honolulu,Honolulu County,15003
WWF40,162.400,Coloma,WI,WI,44.020278,-89.558056,Waushara,Waushara County,55137
WWF42,162.450,Ponca City,KS,OK,36.689333,-97.168444,Kay,Kay County,40071
WWF43,162.400,Stamford,NY,NY,42.398611,-74.589722,Delaware,Delaware County,36025
WWF44,162.500,Pea Ridge,AL,AL,34.613611,-85.680278,DeKalb,DeKalb County,01049
WWF45,162.450,Roosevelt,MN,MN,48.789083,-95.049889,Lake of the Woods,Lake of the Woods County,27077
WWF46,162.450,South Mountain,UT,UT,40.4597,-112.41,Tooele,Tooele County,49045
WWF47,162.525,Vernon Hills,UT,UT,40.1272,-112.380833,Tooele,Tooele County,49045
WWF48,162.525,Bascom Lodge,MA,MA,42.6367,-73.1667,Berkshire,Berkshire County,25003
WWF49,162.525,Tunk Mtn.,WA,WA,48.545556,-119.235556,Okanogan,Okanogan County,53047
WWF50,162.475,Plentywood,MT,MT,48.693889,-104.595556,Sheridan,Sheridan County,30091
WWF51,162.475,Utah Hill,AZ,UT,37.155,-113.88,Washington,Washington County,49053
WWF52,162.475,Hopi Point,AZ,AZ,36.07168,-112.154731,Coconino,Coconino County,04005
WWF53,162.525,Guin,AL,AL,33.937139,-87.875111,Marion,Marion County,01093
WWF54,162.525,Auburn,AL,AL,32.622078,-85.501314,Lee,Lee County,01081
WWF55,162.500,ToddTown,AL,AL,31.594722,-87.845278,Clarke,Clarke County,01025
WWF56,162.450,Richland,WA,WA,46.397387,-119.599561,Benton,Benton County,53005
WWF58,162.475,Brundage Mtn.,ID,ID,45.008139,-116.134417,Adams,Adams County,16003
WWF59,162.475,Corey Peak,CA,NV,38.457222,-118.763611,Mineral,Mineral County,32021
WWF60,162.500,Biscoe,NC,NC,35.406389,-79.998889,Montgomery,Montgomery County,37123
WWF62,162.475,Broadcast Peak,CA,CA,34.525056,-119.958972,Santa Barbara,Santa Barbara County,06083
WWF64,162.450,Mt. Umunhum,CA,CA,37.155,-121.8983,Santa Clara,Santa Clara County,06085
WWF66,162.450,Cullman,AL,AL,34.171389,-86.844167,Cullman,Cullman County,01043
WWF67,162.400,Wolf Creek Mtn.,CA,CA,39.133056,-121.099167,Nevada,Nevada County,06057
WWF69,162.425,Fort Pierce,FL,FL,27.4489,-80.4089,St. Lucie,St. Lucie County,12111
WWF70,162.500,Waters,MI,MI,44.90741,-84.71906,Otsego,Otsego County,26137
WWF75,162.525,Crawford County,MO,MO,38.168944,-91.218806,Crawford,Crawford County,29055
WWF76,162.475,Summersville,MO,MO,37.180694,-91.665833,Texas,Texas County,29215
WWF77,162.525,Bethune,CO,CO,39.272222,-102.398333,Kit Carson,Kit Carson County,08063
WWF80,162.500,Powell Butte,OR,OR,44.197528,-120.977861,Crook,Crook County,41013
WWF81,162.550,Prospect Peak,NV,NV,39.449722,-115.9989,Eureka,Eureka County,32011
WWF82A,162.525,Richmond EOC,KY,KY,37.7744,-84.324611,Madison,Madison County,21151
WWF82B,162.525,Jolly Ridge,KY,KY,37.777222,-84.436111,Madison,Madison County,21151
WWF82C,162.525,Big Hill,KY,KY,37.6181,-84.2619,Madison,Madison County,21151
WWF82D,162.525,Moberly,KY,KY,37.7436,-84.1825,Madison,Madison County,21151
WWF83,162.475,Grand Forks,MN,ND,47.921861,-97.097694,Grand Forks,Grand Forks County,38035
WWF84,162.425,Flanigan Hill,TN,TN,35.459186,-87.130111,Maury,Maury County,47119
WWF85,162.525,Ocala,FL,FL,29.178065,-82.15912,Marion,Marion County,12083
WWF86,162.500,East Point,FL,FL,29.7325,-84.89,Franklin,Franklin County,12037
WWF87,162.425,Lenora,KS,KS,39.573333,-99.986111,Norton,Norton County,20137
WWF88,162.425,Salem,FL,FL,29.912944,-83.444167,Taylor,Taylor County,12123
WWF90,162.450,Ingram,TX,TX,30.009861,-99.262778,Kerr,Kerr County,48265
WWF91,162.425,Fowler Hill,TX,TX,30.599111,-98.624389,Llano,Llano County,48299
WWF92,162.450,Scobey,MT,MT,48.801389,-105.346667,Daniels,Daniels County,30019
WWF93,162.475,Makoshika Peak,MT,MT,47.052222,-104.6725,Dawson,Dawson County,30021
WWF94,162.425,Neahkahnie Mtn.,OR,OR,45.743889,-123.940778,Tillamook,Tillamook County,41057
WWF95,162.475,Cape Mears,OR,OR,45.466139,-123.920917,Tillamook,Tillamook County,41057
WWF96,162.525,Mt. Nebo,AR,AR,35.218306,-93.256056,Yell,Yell County,05149
WWF97,162.475,Ashland,CA,OR,42.081111,-122.716111,Jackson,Jackson County,41029
WWF98,162.525,Mingus Mtn.,AZ,AZ,34.70121,-112.11801,Yavapai,Yavapai County,04025
WWF99,162.550,Piney Hill,AZ,AZ,35.761034,-109.167805,Apache,Apache County,04001
WWG20,162.450,Virginia Peak,CA,NV,39.754167,-119.462222,Washoe,Washoe County,32031
WWG21,162.450,Beeks Place,CA,CA,33.817639,-117.635861,Orange,Orange County,06059
WWG22,162.550,Tribune,KS,KS,38.456333,-101.642583,Greeley,Greeley County,20071
WWG23,162.500,Miller Mesa,CO,CO,37.908728,-103.437073,Otero,Otero County,08089
WWG24,162.425,Port Townsend,WA,WA,48.016028,-122.927194,Jefferson,Jefferson County,53031
WWG25,162.425,Devils Lake,ND,ND,48.194139,-98.903917,Ramsey,Ramsey County,38071
WWG26,162.425,Jackson,KY,KY,37.5911,-83.3136,Breathitt,Breathitt County,21025
WWG27,162.550,South Point,HI,HI,19.002584,-155.674811,Hawaii,Hawaii County,15001
WWG28,162.525,Paintsville,KY,KY,37.844594,-82.668017,Johnson,Johnson County,21115
WWG32,162.425,Great Valley,NY,NY,42.256667,-78.695,Cattaraugus,Cattaraugus County,36009
WWG33,162.450,Margarettsville,NC,NC,36.513686,-77.332105,Northampton,Northampton County,37131
WWG34,162.550,Brownsville,TX,,25.910278,-97.5305,,,
WWG36,162.450,Roswell,NM,NM,33.363056,-104.636389,Chaves,Chaves County,35005
WWG39,162.475,Soldotna,AK,AK,60.48942,-151.0713,Kenai Peninsula,Kenai Peninsula Borough,02122
WWG40,162.425,Bay City,TX,TX,28.980278,-95.999722,Matagorda,Matagorda County,48321
WWG41,162.425,Mt. Ord,AZ,AZ,33.905088,-111.408429,Maricopa,Maricopa County,04013
WWG42,162.500,Signal Peak,AZ,AZ,33.293056,-110.835833,Gila,Gila County,04007
WWG43,162.500,Sunlight Peak,CO,CO,39.425556,-107.379167,Garfield,Garfield County,08045
WWG44,162.425,Olney Spring,CO,CO,38.180278,-104.021944,Crowley,Crowley County,08025
WWG46,162.500,Woodward,OK,OK,36.389139,-99.343639,Woodward,Woodward County,40153
WWG47,162.525,Gideon,AR,MO,36.364222,-89.864083,Pemiscot,Pemiscot County,29155
WWG48,162.450,Doniphan,MO,MO,36.658333,-90.793333,Ripley,Ripley County,29181
WWG49,162.500,Fredericktown,MO,MO,37.453806,-90.376083,Madison,Madison County,29123
WWG50,162.425,Burke Mtn.,NH,VT,44.571111,-71.894167,Caledonia,Caledonia County,50005
WWG51,162.450,Youngsville,PA,PA,41.745365,-79.264713,Warren,Warren County,42123
WWG52,162.525,Three Springs,PA,PA,40.293735,-77.966444,Huntingdon,Huntingdon County,42061
WWG53,162.425,Parker,PA,PA,41.139861,-79.754028,Butler,Butler County,42019
WWG54,162.500,Rea Valley,AR,AR,36.202639,-92.558111,Marion,Marion County,05089
WWG55,162.500,Rutersville,TX,TX,29.951306,-96.774389,Fayette,Fayette County,48149
WWG56,162.500,Youngstown,OH,OH,41.058889,-80.646111,Mahoning,Mahoning County,39099
WWG57,162.450,Butler,OH,OH,40.582861,-82.473611,Richland,Richland County,39139
WWG59,162.400,Venice,FL,FL,27.133056,-82.394444,Sarasota,Sarasota County,12115
WWG60,162.450,Tea Table Key,FL,,24.8957,-80.6638,,,
WWG61,162.550,Rotten Point,KY,KY,37.909089,-83.925739,Powell,Powell County,21197
WWG62,162.525,Pineville,KY,KY,36.730278,-83.773611,Bell,Bell County,21013
WWG63,162.475,Frenchburg,KY,KY,37.935504,-83.613547,Menifee,Menifee County,21165
WWG64,162.450,McKee,KY,KY,37.415194,-84.008669,Jackson,Jackson County,21109
WWG65,162.475,London,KY,KY,37.146656,-84.106809,Laurel,Laurel County,21125
WWG66,162.400,Manchester,KY,KY,37.147486,-83.69179,Clay,Clay County,21051
WWG67,162.500,Bear Track,KY,KY,37.625702,-83.77203,Lee,Lee County,21129
WWG68,162.450,Grey's Knob,KY,KY,36.787834,-83.290954,Harlan,Harlan County,21095
WWG69,162.400,Pikeville,KY,KY,37.285045,-82.524559,Pike,Pike County,21195
WWG70,162.425,Mount Vernon,KY,KY,37.339906,-84.383093,Rockcastle,Rockcastle County,21203
WWG71,162.400,Morehead,KY,KY,38.177309,-83.404723,Rowan,Rowan County,21205
WWG72,162.500,Georgia,IN,IN,38.734722,-86.578611,Lawrence,Lawrence County,18093
WWG73,162.525,Seymour,IN,IN,38.958889,-85.878611,Jackson,Jackson County,18071
WWG74,162.400,Waimea (Koke'e),HI,HI,22.1197,-159.6672,Kauai,Kauai County,15007
WWG75,162.400,Mt. Haleakala,HI,HI,20.707361,-156.258611,Maui,Maui County,15009
WWG76,162.550,Kulani Cone (Hawaii),HI,HI,19.554529,-155.308812,Hawaii,Hawaii County,15001
WWG77,162.425,Sumter,SC,SC,33.881111,-80.270556,Sumter,Sumter County,45085
WWG78,162.500,Williamsburg,KY,KY,36.671143,-84.221466,Whitley,Whitley County,21235
WWG79,162.450,West Liberty,KY,KY,37.941944,-83.220278,Morgan,Morgan County,21175
WWG80,162.425,Monticello,KY,KY,36.844729,-84.773417,Wayne,Wayne County,21231
WWG81,162.500,Dicks Knob,KY,KY,37.500959,-82.227513,Pike,Pike County,21195
WWG82,162.525,Joanna  Bald Mtn.,NC,NC,35.257853,-83.795475,Graham,Graham County,37075
WWG83,162.425,Edwardsport,IN,IN,38.8417,-87.267222,Knox,Knox County,18083
WWG84,162.500,Conrad,MT,MT,48.33,-112.035556,Pondera,Pondera County,30073
WWG85,162.475,Malta,MT,MT,48.3494,-107.834722,Phillips,Phillips County,30071
WWG86,162.500,Bloomington,IA,WI,42.902385,-90.946542,Grant,Grant County,55043
WWG87,162.500,Fond Du Lac,WI,WI,43.815833,-88.320278,Fond du Lac,Fond du Lac County,55039
WWG88,162.450,Crandon,WI,WI,45.572222,-88.883889,Forest,Forest County,55041
WWG89,162.475,Ash Ridge,WI,WI,43.498889,-90.541111,Richland,Richland County,55103
WWG90,162.425,Milton - Rock County,IL,WI,42.773889,-89.005556,Rock,Rock County,55105
WWG91,162.525,Sheboygan,WI,WI,43.765556,-87.766389,Sheboygan,Sheboygan County,55117
WWG92,162.525,Naples,FL,FL,26.183111,-81.574722,Collier,Collier County,12021
WWG93,162.475,Junction,TX,TX,30.478056,-99.752778,Kimble,Kimble County,48267
WWG94,162.525,Richland Springs,TX,TX,31.2525,-99.002778,San Saba,San Saba County,48411
WWG97,162.425,Altus,OK,OK,34.511028,-99.333139,Jackson,Jackson County,40065
WWG98,162.475,Park Rapids,MN,MN,46.984722,-95.106167,Hubbard,Hubbard County,27057
WWG99,162.500,Black Mountain,ID,ID,48.610278,-116.256667,Boundary,Boundary County,16021
WWH20,162.450,Westville,AL,FL,30.8275,-85.926944,Holmes,Holmes County,12059
WWH22,162.500,Beaumont,KS,KS,37.58628,-96.54489,Butler,Butler County,20015
WWH23,162.425,Buchanan,GA,GA,33.784,-85.161444,Haralson,Haralson County,13143
WWH24,162.425,Currahee Mtn.,GA,GA,34.529444,-83.376111,Stephens,Stephens County,13257
WWH25,162.425,Metter,GA,GA,32.394791,-82.042997,Candler,Candler County,13043
WWH26,162.425,Mamie,NC,NC,36.1358,-75.8242,Currituck,Currituck County,37053
WWH27,162.425,Sillusi Butte,OR,WA,45.980333,-119.295861,Benton,Benton County,53005
WWH28,162.425,Robinson Hill,OR,OR,45.350333,-119.509722,Morrow,Morrow County,41049
WWH30,162.500,Dyersburg,AR,TN,36.057611,-89.440944,Dyer,Dyer County,47045
WWH31,162.500,Hahira,FL,GA,30.970278,-83.286667,Lowndes,Lowndes County,13185
WWH32,162.450,Boyero,CO,CO,39.095514,-103.236994,Lincoln,Lincoln County,08073
WWH33,162.500,Mohawk Mtn.,CT,CT,41.821111,-73.296667,Northwest Hills,Northwest Hills Planning Region,09160
WWH34,162.425,Walton,NY,NY,42.1112,-75.1014,Delaware,Delaware County,36025
WWH35,162.450,Cornish Hill Rd.,NY,NY,42.678889,-74.899722,Otsego,Otsego County,36077
WWH36,162.450,Mitchell,SD,SD,43.697917,-98.044222,Davison,Davison County,46035
WWH37,162.500,Clarksville,KY,TN,36.516389,-87.336944,Montgomery,Montgomery County,47125
WWH38,162.525,Grove,AR,OK,36.455,-94.779167,Delaware,Delaware County,40041
WWH39,162.425,Arco,GA,GA,31.194167,-81.491667,Glynn,Glynn County,13127
WWQ50,162.425,Texline,NM,TX,36.274622,-102.854634,Dallam,Dallam County,48111
WWQ51,162.525,Stratford,OK,TX,36.336111,-102.071667,Sherman,Sherman County,48421
WXJ20,162.400,West Columbia,SC,SC,34.118611,-80.936667,Richland,Richland County,45079
WXJ21,162.550,Paris Mtn.,NC,SC,34.940556,-82.410556,Greenville,Greenville County,45045
WXJ22,162.550,Pockett Rd.,SC,SC,34.280109,-79.742858,Darlington,Darlington County,45031
WXJ23,162.450,Green Pond,GA,SC,32.712222,-80.680278,Colleton,Colleton County,45029
WXJ24,162.400,Diamond Ridge,AK,AK,59.68081,-151.61774,Kenai Peninsula,Kenai Peninsula Borough,02122
WXJ25,162.550,Juneau,AK,AK,58.301746,-134.42035,Juneau,Juneau City and Borough,02110
WXJ26,162.550,Point Higgins,AK,AK,55.460822,-131.810428,Ketchikan Gateway,Ketchikan Gateway Borough,02130
WXJ28,162.450,Jesup,GA,GA,31.674167,-81.886667,Wayne,Wayne County,13305
WXJ30,162.425,Americus,GA,GA,32.0625,-84.2125,Sumter,Sumter County,13261
WXJ31,162.500,Thomaston,GA,GA,32.986278,-84.365667,Upson,Upson County,13293
WXJ33,162.550,Tesuque Peak,NM,NM,35.785556,-105.781944,Santa Fe,Santa Fe County,35049
WXJ34,162.400,Albuquerque,NM,NM,35.065556,-106.787778,Bernalillo,Bernalillo County,35001
WXJ35,162.475,Portales,NM,NM,34.252222,-103.239444,Roosevelt,Roosevelt County,35041
WXJ36,162.400,Maljamar,NM,NM,32.704306,-103.566667,Lea,Lea County,35025
WXJ37,162.475,Farmington,CO,NM,36.695833,-108.220556,San Juan,San Juan County,35045
WXJ38,162.550,Sierra Blanca,NM,NM,33.403889,-105.782222,Lincoln,Lincoln County,35027
WXJ39,162.400,Johnston,MA,RI,41.805,-71.4733,Providence,Providence County,44007
WXJ40,162.400,Plausawa Hill,NH,NH,43.219444,-71.440278,Merrimack,Merrimack County,33013
WXJ41,162.475,Soapstone Mtn.,CT,CT,41.958611,-72.413611,Capitol,Capitol Planning Region,09110
WXJ42,162.400,West Peak,CT,CT,41.563056,-72.845,South Central Connecticut,South Central Connecticut Planning Region,09170
