callsign,frequency,site,state,county_state,latitude,longitude,county,county_label,county_geoid
KIH29,162.475,Clio,MI,MI,43.216944,-83.721389,Genesee,Genesee County,26049
KIH30,162.550,Cold Springs Peak,CA,CA,39.022222,-123.521389,Mendocino,Mendocino County,06045
KIH31,162.550,Cuesta Peak/Santa Margarita,CA,CA,35.360694,-120.656972,San Luis Obispo,San Luis Obispo County,06079
KIH32,162.400,Noah Butte,OR,OR,43.390556,-124.131458,Coos,Coos County,41011
KIH33,162.550,Otter Rock,OR,OR,44.756111,-124.049722,Lincoln,Lincoln County,41041
KIH34,162.400,Broadcast Peak,CA,CA,34.525,-119.9589,Santa Barbara,Santa Barbara County,06083
KIH35,162.550,Pittsburgh,OH,PA,40.446556,-79.963806,Allegheny,Allegheny County,42003
KIH36,162.550,Bohokus Peak,WA,WA,48.370694,-124.673028,Clallam,Clallam County,53009
KIH37,162.550,Palmer Butte,CA,OR,42.1264,-124.2272,Curry,Curry County,41015
KIH38,162.400,Raymond,LA,MS,32.1917,-90.406278,Hinds,Hinds County,28049
KIH39,162.550,Ashland,KY,KY,38.461917,-82.619833,Boyd,Boyd County,21019
KIH40,162.475,Hazard,KY,KY,37.192919,-83.1878,Perry,Perry County,21193
KIH41,162.400,Richmond,KY,KY,37.879203,-84.325499,Madison,Madison County,21151
KIH42,162.550,Covington,IN,KY,39.030556,-84.506389,Kenton,Kenton County,21117
KIH43,162.475,Floyds Knob,IN,IN,38.367084,-85.831639,Floyd,Floyd County,18043
KIH43A,162.550,Elizabethtown,KY,KY,37.68201,-85.84203,Hardin,Hardin County,21093
KIH44,162.550,Bethelridge,KY,KY,37.167433,-84.824444,Casey,Casey County,21045
KIH45,162.400,Sugar Grove,KY,KY,37.08963,-86.634822,Warren,Warren County,21227
KIH46,162.475,Mayfield,IL,KY,36.6925,-88.536111,Graves,Graves County,21083
KIH47,162.475,Melba,MS,MS,31.4395,-89.640556,Jefferson Davis,Jefferson Davis County,28065
KIH48,162.550,Smithdale,LA,MS,31.372917,-90.751417,Franklin,Franklin County,28037
KIH49,162.550,Rose Hill,AL,MS,32.1386,-89.093694,Jasper,Jasper County,28061
KIH50,162.425,Inverness,AR,MS,33.376306,-90.542278,Sunflower,Sunflower County,28133
KIH51,162.475,Ackerman,MS,MS,33.353944,-89.15,Choctaw,Choctaw County,28019
KIH52,162.550,Taylor,MS,MS,34.2908,-89.706056,Lafayette,Lafayette County,28071
KIH53,162.400,Dumas,MS,MS,34.709472,-88.843556,Tippah,Tippah County,28139
KIH54,162.550,WBIQ TV,AL,AL,33.489083,-86.799306,Jefferson,Jefferson County,01073
KIH55,162.400,WAIQ TV,AL,AL,32.381944,-86.292583,Montgomery,Montgomery County,01101
KIH56,162.475,Texasville,AL,AL,31.718056,-85.434139,Barbour,Barbour County,01005
KIH57,162.475,Crooked Oak,AL,AL,34.5839,-87.7872,Colbert,Colbert County,01033
KIH58,162.475,Mt. Cheaha,AL,AL,33.485139,-85.808889,Cleburne,Cleburne County,01029
KIH59,162.550,Dozier,AL,AL,31.554444,-86.392222,Crenshaw,Crenshaw County,01041
KIH60,162.400,Holt,AL,AL,33.214167,-87.489972,Tuscaloosa,Tuscaloosa County,01125
KIH61,162.400,Omaha,IA,NE,41.257722,-96.009333,Douglas,Douglas County,31055
KIH62,162.400,Bear Mtn.,CA,CA,36.74569,-119.283556,Fresno,Fresno County,06019
KIH63,162.475,Orlando,FL,FL,28.5943,-81.4199,Orange,Orange County,12095
KJY57,162.450,Relay Ridge,ID,ID,43.706667,-111.344444,Teton,Teton County,16081
KJY60,162.475,Lewis Peak,UT,UT,40.854444,-111.481111,Summit,Summit County,49043
KJY61,162.425,Barney Top Mountain,UT,UT,37.756389,-111.874722,Garfield,Garfield County,49017
KJY62,162.500,La Porte,IN,IN,41.660833,-86.751667,LaPorte,LaPorte County,18091
KJY63,162.500,Hancock,IA,IA,43.262222,-93.638583,Winnebago,Winnebago County,19189
KJY64,162.450,Delaware County,IA,IA,42.479722,-91.346111,Delaware,Delaware County,19055
KJY68,162.500,Ross County,OH,OH,39.329444,-82.802222,Ross,Ross County,39141
KJY69,162.550,Alpine,TX,TX,30.319167,-103.617778,Brewster,Brewster County,48043
KJY73,162.525,Saint Paul Island,AK,,57.12,-170.281111,,,
KJY75,162.525,Kemmerer,WY,WY,41.838611,-110.504722,Lincoln,Lincoln County,56023
KJY76,162.475,Crystal Falls,MI,MI,46.100833,-88.540278,Iron,Iron County,26071
KJY77,162.400,Antlers,OK,OK,34.224944,-95.625167,Pushmataha,Pushmataha County,40127
KJY78,162.450,El Campo,TX,TX,29.313889,-96.334444,Wharton,Wharton County,48481
KJY79,162.550,Mount Tabby,UT,UT,40.355278,-110.7994,Duchesne,Duchesne County,49013
KJY80,162.450,Red Wing,MN,MN,44.524056,-92.576444,Goodhue,Goodhue County,27049
KJY81,162.500,Canon City,CO,CO,38.515278,-105.3075,Fremont,Fremont County,08043
KJY82,162.450,Newton County,KS,MO,36.879889,-94.4255,Newton,Newton County,29145
KJY83,162.500,Carthage,MS,MS,32.724556,-89.545583,Leake,Leake County,28079
KJY84,162.425,Anton,CO,CO,39.704672,-103.254062,Washington,Washington County,08121
KJY85,162.525,Statesville,NC,NC,35.7333,-80.88944,Iredell,Iredell County,37097
KJY86,162.525,South Boston,NC,VA,36.733056,-78.933889,Halifax,Halifax County,51083
KJY87,162.425,Cold Bay,AK,AK,55.2503,-162.763364,Aleutians East,Aleutians East Borough,02013
KJY88,162.475,Perryton,OK,TX,36.418194,-100.802028,Ochiltree,Ochiltree County,48357
KJY93,162.425,Ball State Muncie,IN,IN,40.093611,-85.392222,Delaware,Delaware County,18035
KJY94,162.450,Chickasha,OK,OK,35.04675,-97.775722,Grady,Grady County,40051
KJY95,162.550,Wewoka,OK,OK,35.095306,-96.545917,Seminole,Seminole County,40133
KJY96,162.500,Hooker,OK,OK,36.764889,-101.209361,Texas,Texas County,40139
KJY97,162.525,Childress,OK,TX,34.4389,-100.218722,Childress,Childress County,48075
KJY99,162.525,Onley (AG),MD,VA,37.8425,-75.571389,Accomack,Accomack County,51001
KPS502,162.425,Mullen,NE,NE,41.986389,-101.039722,Hooker,Hooker County,31091
KPS503,162.550,Glennallen,AK,AK,62.103876,-146.174541,Copper River,Copper River Census Area,02066
KPS504,162.400,Nenana,AK,AK,64.581944,-149.079444,Yukon-Koyukuk,Yukon-Koyukuk Census Area,02290
KPS505,162.500,Sumterville,FL,FL,28.763889,-82.059722,Sumter,Sumter County,12119
KPS506,162.500,Wilkes County,GA,GA,33.721583,-82.722333,Wilkes,Wilkes County,13317
KPS507,162.525,Randel,MT,MT,48.794444,-106.245556,Valley,Valley County,30105
KPS509,162.500,Mt Baldy,ID,ID,45.145278,-114.008333,Lemhi,Lemhi County,16059
KPS511,162.500,Great Bend,KS,KS,38.447944,-98.76925,Barton,Barton County,20009
KQC45,162.500,Spirit Mtn.,AZ,NV,35.247222,-114.743333,Clark,Clark County,32003
KSC43,162.450,Gore Mtn.,NY,NY,43.672778,-74.048889,Warren,Warren County,36113
KUT404,162.450,Hatley,AL,MS,33.839167,-88.5739,Monroe,Monroe County,28095
KWL22,162.425,Point Dume,CA,CA,34.0144,-118.812,Los Angeles,Los Angeles County,06037
KWN30,162.550,Kotzebue,AK,AK,66.8861,-162.613611,Northwest Arctic,Northwest Arctic Borough,02188
KWN31,162.500,Greenville,TX,TX,33.140405,-95.80875,Hopkins,Hopkins County,48223
KWN32,162.425,Longview,TX,TX,32.727278,-94.917639,Upshur,Upshur County,48459
KWN33,162.450,Dublin,TX,TX,32.12853,-98.303333,Erath,Erath County,48143
KWN34,162.450,Palestine,TX,TX,31.717806,-95.649667,Anderson,Anderson County,48001
KWN35,162.475,Harmony Grove,PA,WV,39.6084,-79.9878,Monongalia,Monongalia County,54061
KWN36,162.500,Terra Alta,MD,WV,39.510611,-79.533139,Preston,Preston County,54077
KWN37,162.425,Sweetwater,TX,TX,32.346361,-100.352,Nolan,Nolan County,48353
KWN38,162.550,Gulf Hammock,FL,FL,29.2844,-82.663889,Levy,Levy County,12075
KWN39,162.525,Snow King Mountain Resort,WY,WY,43.46306,-110.7633,Teton,Teton County,56039
KWN40,162.525,Fort Morgan,CO,CO,40.244425,-103.8978,Morgan,Morgan County,08087
KWN41,162.500,Shubert,KS,NE,40.219694,-95.665583,Richardson,Richardson County,31147
KWN42,162.475,Rolla,ND,ND,48.8475,-99.656389,Rolette,Rolette County,38079
KWN43,162.500,Langdon,ND,ND,48.754972,-98.361139,Cavalier,Cavalier County,38019
KWN44,162.450,Hansel,ND,ND,48.733973,-97.750932,Pembina,Pembina County,38067
KWN45,162.450,Bottineau,ND,ND,48.604167,-100.303056,Bottineau,Bottineau County,38009
KWN46,162.525,Sheyenne,ND,ND,47.775501,-99.146556,Eddy,Eddy County,38027
KWN47,162.450,Lakeside,IA,IA,42.6497,-95.2119,Buena Vista,Buena Vista County,19021
KWN48,162.525,Sanborn,IA,IA,43.180917,-95.643139,O'Brien,O'Brien County,19141
KWN49,162.500,Atoka,OK,OK,34.376639,-96.109278,Atoka,Atoka County,40005
KWN50,162.450,Ashburn,GA,GA,31.639444,-83.749444,Turner,Turner County,13287
KWN51,162.425,Uvalde,TX,TX,29.247028,-99.796111,Uvalde,Uvalde County,48463
KWN52,162.525,Lobelville,TN,TN,35.7658,-87.8317,Perry,Perry County,47135
KWN53,162.450,Hickman County,TN,TN,35.736639,-87.373806,Hickman,Hickman County,47081
KWN54,162.425,Durango,CO,CO,37.363889,-107.7825,La Plata,La Plata County,08067
KWN55,162.425,Prairie Home,MO,MO,38.750333,-92.559,Moniteau,Moniteau County,29135
KWN56,162.525,Walton Peak,CO,CO,40.354444,-106.698889,Routt,Routt County,08107
KWN59,162.500,Phillipsburg,KS,KS,39.6036,-99.121667,Phillips,Phillips County,20147
KWN60,162.525,Prowers County,CO,CO,38.0381,-102.4297,Prowers,Prowers County,08099
KWN62,162.525,Ord,NE,NE,41.7144,-98.868778,Valley,Valley County,31175
KWO35,162.550,Empire State Building,CT,NY,40.748477,-73.9853,New York,New York County,36061
KWO37,162.550,Mt. Lukens/Tujunga,CA,CA,34.268722,-118.237694,Los Angeles,Los Angeles County,06037
KWO39,162.550,Wood Dale,IL,IL,41.878889,-87.636111,Cook,Cook County,17031
KXI20,162.525,Chadron St. Park,NE,NE,42.635,-103.103333,Dawes,Dawes County,31045
KXI21,162.500,Gavins Point Dam,NE,NE,42.842056,-97.484611,Cedar,Cedar County,31027
KXI22,162.500,Brasstown Bald Mtn.,GA,GA,34.874167,-83.811944,Union,Union County,13291
KXI23,162.525,Greens Peak,AZ,AZ,34.1119,-109.574553,Apache,Apache County,04001
KXI24,162.475,Solomon,AZ,AZ,32.649444,-109.849167,Graham,Graham County,04009
KXI25,162.425,Lake Andes,NE,SD,43.065,-98.4892,Charles Mix,Charles Mix County,46023
KXI26,162.450,Hopkinsville,KY,KY,36.879444,-87.504722,Christian,Christian County,21047
KXI27,162.425,Clearwater,WA,WA,47.749167,-124.177778,Jefferson,Jefferson County,53031
KXI28,162.450,Sandersville,GA,GA,32.981444,-82.80525,Washington,Washington County,13303
KXI29,162.475,Whittier,AK,AK,60.7769,-148.69037,Chugach,Chugach Census Area,02063
KXI30,162.475,Wendover Peak,NV,UT,40.754444,-114.019444,Tooele,Tooele County,49045
KXI31,162.450,Windom,MN,MN,44.0567,-95.1956,Cottonwood,Cottonwood County,27033
KXI32,162.550,Appleton,MN,MN,45.1675,-95.999722,Swift,Swift County,27151
KXI33,162.450,West Branch,MI,MI,44.276972,-84.313278,Ogemaw,Ogemaw County,26129
KXI34,162.550,Rock Springs,UT,WY,41.430556,-109.120278,Sweetwater,Sweetwater County,56037
KXI35,162.500,Alton,MO,MO,36.6983,-91.4103,Oregon,Oregon County,29149
KXI37,162.425,Elk Mtn.,WY,WY,41.6794,-107.2364,Carbon,Carbon County,56007
KXI38,162.525,West Plains,MO,MO,36.6936,-91.8833,Howell,Howell County,29091
KXI39,162.525,New Ulm,MN,MN,44.2772,-94.440778,Brown,Brown County,27015
KXI41,162.500,Crystal Lake,IL,IL,42.259444,-88.3625,McHenry,McHenry County,17111
KXI42,162.450,Chester,IL,IL,37.953139,-89.876639,Randolph,Randolph County,17157
KXI43,162.450,Bogus Lake,MN,MN,47.8664,-90.143889,Cook,Cook County,27031
KXI44,162.500,Ely,MN,MN,47.894444,-91.863333,St. Louis,St. Louis County,27137
KXI45,162.525,Gunflint Lake,MN,MN,48.078333,-90.76,Cook,Cook County,27031
KXI46,162.500,Shelbyville,IL,IL,39.306111,-88.935556,Shelby,Shelby County,17173
KXI47,162.525,Paris,IL,IL,39.552222,-87.7,Edgar,Edgar County,17045
KXI48,162.450,Newton,IL,IL,38.964105,-88.2231,Jasper,Jasper County,17079
KXI49,162.475,Salem,IL,IL,38.5439,-88.9245,Marion,Marion County,17121
KXI50,162.500,Russell,MN,MN,44.313639,-95.957472,Lyon,Lyon County,27083
KXI52,162.400,McLeansboro,IL,IL,38.1139,-88.5458,Hamilton,Hamilton County,17065
KXI54,162.425,Burkeville,LA,TX,31.17325,-93.56762,Newton,Newton County,48351
KXI55,162.500,Onalaska,TX,TX,30.849722,-95.1097,Polk,Polk County,48373
KXI56,162.525,Gonzales,TX,TX,29.546667,-97.406667,Gonzales,Gonzales County,48177
KXI57,162.525,Davis,OK,OK,34.41625,-97.15,Murray,Murray County,40099
KXI58,162.400,Yorkville,IL,IL,41.6061,-88.4525,Kendall,Kendall County,17093
KXI59,162.450,Philip,SD,SD,43.981111,-101.642778,Jackson,Jackson County,46071
KXI60,162.525,Decorah,IA,IA,43.2875,-91.8844,Winneshiek,Winneshiek County,19191
KXI62,162.450,Montezuma,IA,IA,41.6108,-92.562722,Poweshiek,Poweshiek County,19157
KXI65,162.450,Lenox,IA,IA,40.842306,-94.632556,Taylor,Taylor County,19173
KXI66,162.425,Piedmont,MO,MO,37.0931,-90.8439,Reynolds,Reynolds County,29179
KXI68,162.450,Kirkwood & 420th,IA,IA,43.372222,-92.833056,Mitchell,Mitchell County,19131
KXI70,162.450,Jerseyville,IL,IL,39.104194,-90.264611,Jersey,Jersey County,17083
KXI71,162.525,Arlington,SD,SD,44.355278,-97.123889,Brookings,Brookings County,46011
KXI73,162.450,Thomas,MD,WV,39.1456,-79.5766,Tucker,Tucker County,54093
KXI74,162.525,Point Mountain,WV,WV,38.5658,-80.151944,Randolph,Randolph County,54083
KXI75,162.475,Blue Ridge,GA,GA,34.8675,-84.333889,Fannin,Fannin County,13111
KXI76,162.450,La Grange,AL,GA,33.021361,-84.997833,Troup,Troup County,13285
KXI77,162.400,Eastman,GA,GA,32.217583,-83.224944,Dodge,Dodge County,13091
KXI79,162.425,Coffeen-Hillsboro,IL,IL,39.170574,-89.512124,Montgomery,Montgomery County,17135
KXI80,162.475,Craig,AK,AK,55.474069,-133.137279,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,02198
KXI81,162.450,Clayton-Tiger,GA,GA,34.8456,-83.4997,Rabun,Rabun County,13241
KXI82,162.450,Grangeville,ID,ID,45.863611,-116.122778,Idaho,Idaho County,16049
KXI83,162.425,Hayden Peak,AZ,AZ,35.094191,-113.905661,Mohave,Mohave County,04015
KXI84,162.400,Ram Mtn.,AZ,AZ,34.616667,-114.270556,Mohave,Mohave County,04015
KXI85,162.450,Medicine Butte,UT,WY,41.3525,-110.9072,Uinta,Uinta County,56041
KXI86,162.500,Crescent City,IL,IL,40.7178,-87.86,Iroquois,Iroquois County,17075
KXI87,162.525,Corsicana,TX,TX,32.076536,-96.490889,Navarro,Navarro County,48349
KXI88,162.400,Stinnett,TX,TX,35.844021,-101.446305,Hutchinson,Hutchinson County,48233
KXI89,162.525,Eatonton,GA,GA,33.3083,-83.390306,Putnam,Putnam County,13237
KXI90,162.450,Buckhorn Lakes,CO,CO,38.338056,-107.638333,Montrose,Montrose County,08085
KXI91,162.475,Morrilton,AR,AR,35.165194,-92.714333,Conway,Conway County,05029
KXI92,162.425,Mt. Ida,AR,AR,34.4728,-93.605,Montgomery,Montgomery County,05097
KXI93,162.550,Cape Girardeau,IL,MO,37.3625,-89.5222,Cape Girardeau,Cape Girardeau County,29031
KXI94,162.425,Angola,IN,IN,41.6867,-84.9836,Steuben,Steuben County,18151
KXI95,162.425,Duplin County,NC,NC,34.9281,-78.0558,Duplin,Duplin County,37061
KXI96,162.400,Bald Knob,AR,AR,35.3811,-91.524667,White,White County,05145
KXI97,162.400,Eagle Mtn./Bald Knob,AR,AR,34.4545,-94.143333,Polk,Polk County,05113
KXI98,162.500,Marshalltown,IA,IA,42.0475,-92.8617,Marshall,Marshall County,19127
KZZ27,162.425,Vermillion,IN,IN,39.853889,-87.408333,Vermillion,Vermillion County,18165
KZZ28,162.450,Mt. Oliver,VA,VA,37.876528,-78.690972,Albemarle,Albemarle County,51003
KZZ29,162.400,Grand Rapids,MN,MN,47.2922,-93.4822,Itasca,Itasca County,27061
KZZ30,162.475,El Dorado Springs,KS,MO,37.870194,-94.033139,Cedar,Cedar County,29039
KZZ31,162.500,Rudeville,NJ,NJ,41.143611,-74.538056,Sussex,Sussex County,34037
KZZ32,162.475,Meadville,OH,PA,41.654389,-80.125944,Crawford,Crawford County,42039
KZZ33,162.525,Mount Pleasant,MI,MI,43.575833,-84.774722,Isabella,Isabella County,26073
KZZ34,162.450,Carrollton,MO,MO,39.367147,-93.404064,Carroll,Carroll County,29033
KZZ35,162.500,Escanaba,MI,MI,45.779722,-87.140556,Delta,Delta County,26041
KZZ36,162.500,State Rd. 13 (State Hwy.),IN,IN,41.358889,-85.7,Kosciusko,Kosciusko County,18085
KZZ37,162.425,Conception Junction,IA,MO,40.2875,-94.790833,Nodaway,Nodaway County,29147
KZZ38,162.500,Galt,MO,MO,40.154444,-93.422778,Grundy,Grundy County,29079
KZZ39,162.500,Shawnee Mound,MO,MO,38.503611,-93.758056,Henry,Henry County,29083
KZZ40,162.450,Deerfield,MA,NH,43.175833,-71.208056,Rockingham,Rockingham County,33015
KZZ41,162.500,North Conway,ME,NH,44.270278,-71.303333,Coos,Coos County,33007
KZZ42,162.500,Reynoldsville,PA,PA,41.0719,-78.9392,Jefferson,Jefferson County,42065
KZZ43,162.550,Indian Ridge,MO,MO,36.715889,-93.367611,Stone,Stone County,29209
KZZ44,162.450,Orr,MN,MN,48.18,-92.750278,St. Louis,St. Louis County,27137
KZZ45,162.475,Virginia,MN,MN,47.4875,-92.52,St. Louis,St. Louis County,27137
KZZ46,162.425,Elliottville,OH,OH,39.30825,-82.118083,Athens,Athens County,39009
KZZ47,162.525,Carey,OH,OH,40.933222,-83.379944,Wyandot,Wyandot County,39175
KZZ48,162.450,Owenton,IN,KY,38.525556,-84.811111,Owen,Owen County,21187
KZZ49,162.425,Washington,KY,KY,38.6403,-83.8083,Mason,Mason County,21161
KZZ50,162.550,Essex,IA,IA,40.812778,-95.252194,Page,Page County,19145
KZZ51,162.425,Carroll,IA,IA,42.049028,-94.8844,Carroll,Carroll County,19027
KZZ52,162.525,Hancock,IA,IA,41.34425,-95.256028,Pottawattamie,Pottawattamie County,19155
KZZ53,162.550,Utqiagvik,AK,AK,71.288352,-156.762283,North Slope,North Slope Borough,02185
KZZ54,162.500,Mocassin Mtn.,MT,MT,47.177778,-109.535833,Fergus,Fergus County,30027
KZZ55,162.525,Dixon,IL,IL,41.897778,-89.605556,Lee,Lee County,17103
KZZ56,162.450,Eleroy,IL,IL,42.328056,-89.725,Stephenson,Stephenson County,17177
KZZ57,162.475,Latham Park,IL,IL,42.3672,-89.0869,Winnebago,Winnebago County,17201
KZZ58,162.525,Aroma Park,IL,IL,41.0775,-87.756111,Kankakee,Kankakee County,17091
KZZ59,162.500,Porcupine Butte,SD,SD,43.178889,-102.324444,Oglala Lakota,Oglala Lakota County,46102
KZZ60,162.525,Medicine Butte,SD,SD,43.965833,-99.603333,Lyman,Lyman County,46085
KZZ61,162.475,Whitesville,IN,KY,37.691944,-86.848889,Daviess,Daviess County,21059
KZZ62,162.475,Smith Grove Ridge,KY,KY,36.79067,-85.241057,Cumberland,Cumberland County,21057
KZZ63,162.525,Spurlington,KY,KY,37.423623,-85.274201,Marion,Marion County,21155
KZZ64,162.450,Ekron,KY,KY,37.902704,-86.168283,Meade,Meade County,21163
KZZ65,162.525,Bloomington Heights,IL,IL,40.476111,-89.033889,McLean,McLean County,17113
KZZ66,162.400,Galesburg,IL,IL,40.988056,-90.317778,Knox,Knox County,17095
KZZ67,162.425,Merrimac,KS,KS,39.706686,-96.557,Marshall,Marshall County,20117
KZZ68,162.475,Osceola,IA,IA,40.868111,-93.804833,Decatur,Decatur County,19053
KZZ69,162.450,Ellis,NE,NE,40.218583,-96.915694,Gage,Gage County,31067
KZZ70,162.525,Blakely,AL,GA,31.402222,-84.959167,Early,Early County,13099
KZZ72,162.425,Soda Springs,ID,ID,42.515833,-111.9225,Bannock,Bannock County,16005
KZZ73,162.525,Patit,WA,WA,46.353556,-117.717167,Columbia,Columbia County,53013
KZZ76,162.450,Racine,IL,WI,42.669722,-87.8475,Racine,Racine County,55101
KZZ77,162.425,Withee,WI,WI,44.914167,-90.657222,Clark,Clark County,55019
KZZ78,162.525,Ashland,MI,WI,46.608056,-90.836944,Ashland,Ashland County,55003
KZZ79,162.475,Lampson,MN,WI,45.986787,-91.793709,Washburn,Washburn County,55129
KZZ80,162.550,Milford,IA,IA,43.343083,-95.207889,Dickinson,Dickinson County,19059
KZZ81,162.425,Downers Grove,IL,IL,41.6006,-87.97895,Will,Will County,17197
KZZ82,162.425,Marshfield,MO,MO,36.663861,-92.517056,Ozark,Ozark County,29153
KZZ83,162.425,Jackson,IA,IA,42.090556,-90.726944,Jackson,Jackson County,19097
KZZ84,162.450,Aitkin,MN,MN,46.469444,-93.526944,Aitkin,Aitkin County,27001
KZZ85,162.475,Cameron,MO,MO,39.752778,-94.25,DeKalb,DeKalb County,29063
KZZ86,162.425,Althorp Peak,AK,AK,58.09323,-136.4146,Hoonah-Angoon,Hoonah-Angoon Census Area,02105
KZZ87,162.450,Mt. Robert Barron,AK,AK,58.226944,-134.841667,Hoonah-Angoon,Hoonah-Angoon Census Area,02105
KZZ88,162.425,Cape Fanshaw,AK,AK,57.204722,-133.465833,Petersburg,Petersburg Borough,02195
KZZ89,162.425,Sukkwan Island,AK,AK,55.111944,-132.758611,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,02198
KZZ90,162.425,Raspberry Island,AK,AK,58.066389,-153.376944,Kodiak Island,Kodiak Island Borough,02150
KZZ91,162.450,Zarembo Island,AK,AK,56.345278,-132.861389,Wrangell,Wrangell City and Borough,02275
KZZ92,162.450,Duke Island,AK,AK,54.883333,-131.358333,Ketchikan Gateway,Ketchikan Gateway Borough,02130
KZZ93,162.450,Point Pigot,AK,AK,60.817222,-148.38,Chugach,Chugach Census Area,02063
KZZ95,162.525,Mt. McArthur,AK,AK,56.069167,-134.191944,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,02198
KZZ96,162.525,Gravina Island,AK,AK,55.3675,-131.8,Ketchikan Gateway,Ketchikan Gateway Borough,02130
KZZ97,162.550,Ninilchik,AK,AK,60.043337,-151.676849,Kenai Peninsula,Kenai Peninsula Borough,02122
KZZ98,162.400,Wasilla,AK,AK,61.601576,-149.360616,Matanuska-Susitna,Matanuska-Susitna Borough,02170
WNG521,162.525,Bogalusa,LA,LA,30.88654,-90.04895,Washington,Washington Parish,22117
WNG522,162.425,Palatka,FL,FL,29.7375,-81.6691,Putnam,Putnam County,12107
WNG523,162.500,Dilley,TX,TX,28.675472,-99.188972,Frio,Frio County,48163
WNG524,162.500,Hitchcock County,NE,NE,40.241111,-101.044722,Hitchcock,Hitchcock County,31087
WNG525,162.425,Tuklung Mtn.,AK,AK,58.8575,-159.465833,Dillingham,Dillingham Census Area,02070
WNG526,162.425,Rugged Island,AK,AK,59.860661,-149.39478,Kenai Peninsula,Kenai Peninsula Borough,02122
WNG527,162.425,Potato Point,AK,,61.056543,-146.697377,,,
WNG528,162.450,Bede Mountain,AK,AK,59.310278,-151.943889,Kenai Peninsula,Kenai Peninsula Borough,02122
WNG529,162.500,Cape Gull,AK,AK,58.199694,-154.205084,Kodiak Island,Kodiak Island Borough,02150
WNG530,162.500,Naked Island,AK,AK,60.645,-147.346944,Chugach,Chugach Census Area,02063
WNG531,162.525,Pillar Mtn.,AK,AK,57.788202,-152.437856,Kodiak Island,Kodiak Island Borough,02150
WNG532,162.525,Cape Hinchinbrook,AK,AK,60.275576,-146.638974,Chugach,Chugach Census Area,02063
WNG533,162.525,Browning,MT,MT,48.596111,-113.018889,Glacier,Glacier County,30035
WNG534,162.525,Belvidere,KS,KS,37.530528,-99.050806,Kiowa,Kiowa County,20097
WNG535,162.525,Dighton,KS,KS,38.432444,-100.464833,Lane,Lane County,20101
WNG536,162.550,DeKalb,IL,IL,41.9356,-88.7642,DeKalb,DeKalb County,17037
WNG537,162.525,Windsor,NC,NC,36.0636,-76.9736,Bertie,Bertie County,37015
WNG538,162.450,Grandmother Mtn.,NC,NC,36.06317,-81.84184,Avery,Avery County,37011
WNG539,162.525,Spencerport,NY,NY,43.1431,-77.8497,Monroe,Monroe County,36055
WNG541,162.525,Mayville,NY,NY,42.0467,-79.0903,Chautauqua,Chautauqua County,36013
WNG542,162.425,Greenville,ME,ME,45.4625,-69.552222,Piscataquis,Piscataquis County,23021
WNG543,162.450,Jonesboro,ME,ME,44.6369,-67.6261,Washington,Washington County,23029
WNG544,162.400,Ben Young Hill,NH,NH,45.0219,-71.416938,Coos,Coos County,33007
WNG545,162.550,Mt. Prospect,NH,NH,43.7628,-71.6494,Grafton,Grafton County,33009
WNG546,162.525,Moose Mtn.,NH,NH,43.7092,-72.1542,Grafton,Grafton County,33009
WNG547,162.450,Sugarloaf Mtn,ME,ME,45.031722,-70.313139,Franklin,Franklin County,23007
WNG549,162.450,Platte County,NE,NE,41.4525,-97.253028,Platte,Platte County,31141
WNG550,162.450,Franktown,CO,CO,39.370134,-104.679368,Douglas,Douglas County,08035
WNG551,162.425,Standing Rock,SD,SD,45.421111,-101.285833,Dewey,Dewey County,46041
WNG552,162.525,Manawa/Ogdensburg,WI,WI,44.4175,-88.9175,Waupaca,Waupaca County,55135
WNG553,162.400,Wausaukee,MI,WI,45.4275,-87.9775,Marinette,Marinette County,55075
WNG554,162.525,Belvidere,AL,TN,35.0875,-86.111667,Franklin,Franklin County,47051
WNG555,162.425,Meade,KS,KS,37.286083,-100.399528,Meade,Meade County,20119
WNG556,162.475,Bald Mesa,UT,UT,38.528889,-109.323611,Grand,Grand County,49019
WNG557,162.475,Faith,SD,SD,45.053889,-102.263056,Perkins,Perkins County,46105
WNG558,162.550,White River,SD,SD,43.576389,-100.743333,Mellette,Mellette County,46095
WNG559,162.550,Fossil,OR,OR,44.960111,-119.951722,Wheeler,Wheeler County,41069
WNG560,162.500,Fall Mtn.,OR,OR,44.293889,-119.042222,Grant,Grant County,41023
WNG561,162.450,Hale County,TX,TX,34.220556,-101.715833,Hale,Hale County,48189
WNG562,162.425,Gaines County,NM,TX,32.707222,-102.624861,Gaines,Gaines County,48165
WNG563,162.400,Powell,MT,WY,44.587222,-108.852222,Park,Park County,56029
WNG564,162.500,Jackson County,WI,WI,44.375,-90.8419,Jackson,Jackson County,55053
WNG565,162.400,Oneida County,WI,WI,45.726111,-89.415,Oneida,Oneida County,55085
WNG567,162.425,Five Mile Hill,MT,MT,45.475278,-105.498889,Powder River,Powder River County,30075
WNG568,162.525,Greybull,WY,WY,44.195556,-107.511944,Big Horn,Big Horn County,56003
WNG569,162.475,Star Valley,WY,WY,42.8508,-110.9808,Lincoln,Lincoln County,56023
